Gene.Symbol	moduleColor	GS.diagnosis	p.GS.diagnosis
203102	203102	darkturquoise	0.235135904206357	0.237749408849974
80332	80332	turquoise	-0.12194964768528	0.544545847759339
8756	8756	blue	-0.34091585170962	0.081825232854374
101	101	brown	0.0724278210384833	0.719587711551997
8754	8754	blue	-0.757387811587836	4.7894529527742e-06
27299	27299	turquoise	0.128974412149321	0.521428093667969
9510	9510	tan	-0.326257032333641	0.0967404172697554
11093	11093	darkred	-0.354931689267564	0.0692664997209601
140766	140766	turquoise	0.660683206599303	0.000176170938567468
170690	170690	turquoise	0.316219364613049	0.108072251968732
170691	170691	blue	-0.924603652978445	5.63801076928488e-12
170692	170692	yellow	0.139900909635069	0.486439494020047
9509	9509	blue	-0.596086225297667	0.00103397091600517
80070	80070	yellow	0.641266350380205	0.000312797566309926
9507	9507	turquoise	0.639890758547032	0.000325299803677236
11174	11174	blue	-0.0881383655589997	0.661993965112504
11173	11173	yellow	0.13292727654018	0.508631663888026
92949	92949	turquoise	0.479153586320703	0.0114474790631987
9719	9719	lightyellow	0.415803140553693	0.030998167565736
57188	57188	blue	-0.768585552212004	2.83525462151094e-06
54507	54507	pink	-0.0575679316856446	0.775480424045649
339366	339366	blue	-0.799700686164411	5.59797196305972e-07
55803	55803	midnightblue	0.40337284284301	0.0369430645457191
103	103	purple	-0.226426089992639	0.256082566108699
104	104	darkgreen	-0.0962792221901357	0.632848604220022
105	105	blue	-0.410360090135197	0.0334986685884419
23536	23536	blue	-0.506009355888324	0.00708362394553081
134637	134637	turquoise	0.725010140797698	1.88843689038795e-05
113179	113179	darkgreen	0.112338018911194	0.576929566400818
113451	113451	turquoise	0.527699004269888	0.00467178124657888
90956	90956	red	0.678999741536661	9.86271137798924e-05
79934	79934	pink	0.0228720893745301	0.909842103682293
203054	203054	brown	-0.480398295739868	0.0112047709906432
107	107	blue	-0.607871714409955	0.000770107657519788
55811	55811	pink	0.0378840983176698	0.851187251216877
108	108	grey	-0.0443100109422572	0.826296156367632
109	109	green	0.38923343851192	0.0447768383433591
196883	196883	turquoise	0.44889495523924	0.0188383858851847
111	111	turquoise	0.0517489401515925	0.797685868550349
112	112	blue	-0.420803943671637	0.0288354187546128
113	113	blue	-0.795050242864109	7.25850718869488e-07
114	114	yellow	-0.0504951652309155	0.802491135270576
115	115	brown	-0.186006110633856	0.352928476454811
118	118	red	0.516970597174898	0.00575907006888247
119	119	turquoise	0.523067288572194	0.00511764351286426
120	120	brown	-0.234007699325511	0.240073727675391
124	124	royalblue	-0.0845658937392412	0.674940437338304
125	125	lightyellow	0.234703177038961	0.238639140096757
126	126	brown	-0.746097068816343	7.90673797771875e-06
127	127	brown	-0.511154022340663	0.00643311777331535
128	128	blue	-0.735851916774891	1.21923610471506e-05
130	130	blue	-0.884783455022294	9.06012114695144e-10
131	131	green	0.290668770891516	0.141327752031487
137872	137872	brown	-0.657922393402533	0.000191626105878483
55256	55256	royalblue	-0.374653044421504	0.0541755619993106
149685	149685	turquoise	0.5807992179803	0.00149054992831795
9370	9370	turquoise	0.741827196456967	9.49375937389766e-06
51094	51094	blue	-0.834705710796654	6.21068513183409e-08
79602	79602	greenyellow	0.00336428157016891	0.986712546097657
132	132	blue	-0.541866137607908	0.00350685300409184
133	133	salmon	0.811259328145909	2.84794578817459e-07
79924	79924	cyan	0.745352391467469	8.16512356976316e-06
23394	23394	brown	-0.428497099466252	0.0257476673791715
22850	22850	darkgrey	-0.0449811555111012	0.823705443447696
84890	84890	midnightblue	0.463945652674981	0.0147834131721363
134	134	blue	-0.264664567695429	0.182171594024709
135	135	turquoise	0.277067700202774	0.161774099497391
83440	83440	black	0.311399853252479	0.113850835819877
113622	113622	turquoise	0.55017059209482	0.00294695113989122
54936	54936	blue	-0.371519843069529	0.056383473536444
148	148	brown	-0.503000285410912	0.00748914324102114
147	147	black	0.8470284742928	2.53015986164607e-08
146	146	turquoise	0.588428611913929	0.00124466047013567
150	150	yellow	0.392453992914763	0.0428862615609617
151	151	tan	-0.452756816979145	0.0177198742465917
152	152	blue	-0.253899214720986	0.201272157665603
153	153	turquoise	0.536541223935855	0.00391167678152606
154	154	green	0.463470953427945	0.0148992447299801
155	155	turquoise	0.521022332903486	0.00532567866916156
156	156	turquoise	0.806796854302739	3.71659413854933e-07
157	157	blue	-0.505111469202653	0.00720264504651073
11047	11047	cyan	0.205742800873654	0.303220750754974
158	158	green	0.522060184170256	0.00521921970855093
159	159	brown	-0.229781864153085	0.248913013108034
122622	122622	blue	-0.368983521499521	0.0582217231350633
165	165	green	0.450935677858268	0.0182403298839388
121536	121536	darkred	-0.317806751286772	0.106217520188959
64782	64782	purple	-0.0931412204397511	0.644022797897154
166	166	turquoise	-0.182799391694473	0.361436767832515
60312	60312	turquoise	0.122232284256052	0.543606581277611
134265	134265	lightcyan	-0.268789750218196	0.17519849347883
84632	84632	pink	-0.022140554139098	0.912714688333946
246181	246181	lightyellow	0.284690304174775	0.150072143092513
246182	246182	turquoise	0.218730827569365	0.273027006250358
4299	4299	brown	-0.444582360482589	0.0201552247372394
3899	3899	green	0.35466696262373	0.0694890450677441
27125	27125	brown	-0.304323767060087	0.122744233343942
172	172	turquoise	0.43323973036174	0.0239817370292079
10939	10939	salmon	0.522691716119895	0.00515532596428449
173	173	black	0.686333525766498	7.72951245688582e-05
125061	125061	blue	-0.644485750677542	0.000285171562730866
174	174	lightgreen	-0.0273258618629505	0.892378216966818
54812	54812	brown	-0.754386991070395	5.48614864052032e-06
175	175	salmon	0.4084928641022	0.0343928165256953
116987	116987	blue	-0.662450297033571	0.000166865070438425
116988	116988	pink	-0.332423360294996	0.090235912126079
414189	414189	turquoise	0.357029516109909	0.0675223044768364
728404	728404	tan	-0.21019588764365	0.292642718251624
79841	79841	pink	0.280477415785655	0.15646226785108
84871	84871	red	0.832140971516703	7.41881863156878e-08
60509	60509	pink	0.311830510600073	0.113325382657679
177	177	turquoise	0.462970812390017	0.0150220945920002
3267	3267	blue	-0.900859403708216	1.51469865551527e-10
3268	3268	blue	-0.686881443358413	7.58794347367487e-05
55109	55109	brown	-0.399912989755767	0.0387503175581114
55750	55750	pink	-0.0606895059108898	0.763637848159559
178	178	blue	-0.752320387157681	6.01739072328601e-06
79814	79814	brown	-0.556443053647534	0.00257646935346705
10554	10554	blue	-0.797281335956408	6.41331354291306e-07
10555	10555	blue	-0.40963802649739	0.0338422005610952
56894	56894	blue	-0.65793875660997	0.000191531097130101
56895	56895	turquoise	0.516944038050913	0.00576200642696274
55326	55326	blue	-0.660859993053565	0.000175219804093353
137964	137964	brown	-0.333918291917473	0.0887099427183324
84803	84803	lightgreen	-0.118397038288509	0.556416075936103
8540	8540	blue	-0.798960152751751	5.83700016297634e-07
10551	10551	brown	-0.0725282231084972	0.719214456273685
155465	155465	darkturquoise	0.151420265853828	0.450887864227636
375790	375790	blue	-0.74938854221248	6.85013169719832e-06
181	181	tan	0.000823149393882321	0.99674878408923
183	183	brown	-0.714119360873063	2.87294032735573e-05
23287	23287	purple	-0.0141066037890716	0.944325088079155
185	185	blue	-0.586716903319739	0.00129653428214793
57085	57085	blue	-0.475797527451004	0.0121237783991795
189	189	royalblue	0.330760562108416	0.0919564229722606
64902	64902	black	0.619002557900721	0.000576803840702578
64850	64850	brown	-0.362824932501001	0.0628797733586412
85007	85007	blue	-0.71312314151678	2.98253273287167e-05
25909	25909	blue	-0.281065988896798	0.155558074203562
191	191	green	0.291144810773474	0.140647623260382
10768	10768	midnightblue	0.41650041971475	0.0306890041696665
23382	23382	brown	-0.379402376317438	0.0509585021703347
27245	27245	black	0.189088108787782	0.344864233689991
54806	54806	green	0.702003916895426	4.48360818449679e-05
79026	79026	brown	-0.741316117127197	9.70163314834818e-06
113146	113146	turquoise	0.452178614451145	0.0178837767400383
196	196	blue	-0.686829676337304	7.60121990684801e-05
57491	57491	turquoise	0.44294280563806	0.020675213308806
10598	10598	brown	-0.298122359698646	0.13094805936625
130872	130872	midnightblue	0.449005274399734	0.0188056496090168
197	197	royalblue	0.00585217731838956	0.976888467712888
51327	51327	yellow	0.0722965894542143	0.720075673416909
64853	64853	green	0.58359140751857	0.0013960905173112
199	199	grey60	0.723784281173282	1.98168258654646e-05
83543	83543	salmon	0.736712211355149	1.17658101043738e-05
9131	9131	brown	-0.522772113767141	0.00514723968287475
84883	84883	blue	-0.111856691508814	0.578573380132797
51390	51390	brown	-0.517887262836205	0.00565849662667193
202	202	blue	-0.845336877853501	2.87514627199403e-08
55057	55057	turquoise	0.351937353362573	0.0718159678358952
9447	9447	brown	-0.25446624620898	0.200233199853473
7965	7965	greenyellow	0.43060540317092	0.0249500435498234
9049	9049	red	0.688146502764945	7.26981797621091e-05
23746	23746	grey	-0.114464097894055	0.569693493600433
326	326	turquoise	0.748747056505224	7.04553878145445e-06
55966	55966	blue	-0.818660333337374	1.80290217775512e-07
204	204	green	0.462229107222603	0.0152058196320688
50808	50808	royalblue	0.134969307180764	0.502082199422486
205	205	pink	0.0351838603431413	0.861689849289562
122481	122481	turquoise	0.0863562934913261	0.668440543002857
8165	8165	purple	-0.22176432289985	0.266263594999255
11216	11216	pink	-0.203449030226594	0.30876131396821
11215	11215	blue	-0.722395978048139	2.09222362520814e-05
9590	9590	blue	-0.461728392880772	0.0153308957973908
11214	11214	lightcyan	-0.569652453371753	0.00192476259133045
158798	158798	turquoise	0.58139147924889	0.00147006539607972
11217	11217	blue	-0.480671931342766	0.011151993037696
10566	10566	blue	-0.493977276193328	0.00882398659812054
8852	8852	turquoise	0.339254324697152	0.0834218897228142
9472	9472	turquoise	0.338061525242887	0.0845826383560574
9465	9465	brown	-0.253647571957241	0.201734416473285
10270	10270	midnightblue	0.446117024289668	0.0196782483583019
26993	26993	brown	-0.329860232513918	0.0928982597127388
10142	10142	brown	-0.582390042537874	0.00143607846810166
79647	79647	blue	-0.590068750384356	0.00119665057734055
55122	55122	green	0.496299464214798	0.00846274220794884
80709	80709	blue	-0.479838528144018	0.0113133853523309
10327	10327	purple	-0.196328570445028	0.326357723486448
231	231	brown	-0.0448689294541957	0.824138527131779
441282	441282	turquoise	0.636721571169882	0.000355784155820677
1645	1645	blue	-0.946150563627451	9.44655267661242e-14
1646	1646	black	0.406476487426074	0.0353797637067563
8644	8644	black	0.462030246911564	0.015255392774568
1109	1109	black	0.3435806290606	0.0793131954822942
340811	340811	blue	-0.773074534644635	2.27912230291319e-06
6718	6718	brown	-0.753509741481088	5.70629240801967e-06
83592	83592	darkturquoise	0.589295238071632	0.00121908908402291
8574	8574	lightyellow	0.695341931701484	5.67501284811435e-05
22977	22977	royalblue	0.224153693861662	0.261013173688194
207	207	blue	-0.86312788177175	6.90509968796668e-09
84335	84335	blue	-0.475790336779761	0.0121252623072534
208	208	blue	-0.786005036548638	1.18115801112493e-06
10000	10000	turquoise	0.670232288094357	0.000130837305511538
64400	64400	green	0.568601138761345	0.00197082998897106
210	210	blue	-0.87410346393574	2.58413079303854e-09
211	211	royalblue	0.405195593851634	0.0360184022661753
212	212	turquoise	0.375361075904004	0.0536861305277939
213	213	blue	-0.686391613499446	7.71439393184247e-05
214	214	blue	-0.908039450685056	6.15916487138882e-11
126133	126133	blue	-0.462689109954038	0.0150916568712575
5832	5832	red	0.646348569648974	0.000270185017296972
216	216	brown	-0.493674762525588	0.00887198333251372
8854	8854	turquoise	0.700059288191364	4.80597314640933e-05
220	220	yellow	0.0867717767561026	0.666935474621017
219	219	brown	-0.612332905877158	0.000686755322399314
10840	10840	green	0.368521163003814	0.0585618029763499
217	217	brown	-0.714187253925918	2.86560370321912e-05
218	218	purple	-0.069708084981292	0.729722237453503
224	224	darkgrey	-0.364709370607843	0.0614248118284099
221	221	turquoise	0.130890439918481	0.515206067699068
222	222	turquoise	0.588293689861896	0.00124868306101996
8659	8659	brown	-0.734566264091571	1.28555825731663e-05
7915	7915	brown	-0.652650886237203	0.000224482000729453
4329	4329	magenta	-0.299111573518699	0.129613380744837
501	501	lightyellow	0.326756012908661	0.0962013485834362
64577	64577	blue	-0.675863680262914	0.000109235393192737
223	223	black	0.696296878415521	5.48861585771329e-05
226	226	blue	-0.610200126004296	0.000725567809985383
229	229	royalblue	-0.504151480475803	0.00733175535743877
230	230	black	0.594329748201896	0.00107934397605192
56052	56052	blue	-0.408749999131352	0.0342685602964301
84920	84920	pink	-0.367943762819865	0.058988670705656
144245	144245	blue	-0.0616255827018197	0.760096536371256
440138	440138	tan	-0.0582094903026498	0.773042390647513
79087	79087	tan	-0.569363103450548	0.00193734816733434
55849	55849	purple	-0.139413307254156	0.487975031735899
79868	79868	brown	-0.732857441844142	1.37869213049648e-05
199857	199857	turquoise	0.192170311971333	0.336910787004676
200810	200810	blue	-0.451799600208683	0.0179918898732029
85365	85365	blue	-0.647671433844302	0.000259966790208641
10195	10195	green	0.438248494966138	0.0222249844902321
29880	29880	magenta	0.30861913566356	0.117287059825424
29929	29929	brown	-0.124655940075784	0.535583429455767
79053	79053	green	0.428240970304223	0.0258459605670434
79796	79796	purple	-0.325305143853909	0.0977750628399277
238	238	blue	-0.399813652619844	0.0388032280358645
8846	8846	green	0.0439387902793958	0.827729885140231
121642	121642	cyan	0.612259999067435	0.000688051606383451
221120	221120	pink	0.224795749495745	0.259613852360692
54784	54784	magenta	0.221094437470073	0.267747759771918
54890	54890	red	0.350737049084499	0.0728579548320787
84266	84266	blue	-0.723162579491276	2.03052358599325e-05
91801	91801	midnightblue	0.196194450464574	0.326694919212173
55821	55821	blue	-0.399643710181619	0.0388938788884218
7840	7840	turquoise	-0.0995713487737687	0.621209566229608
200420	200420	darkred	-0.0410007894000201	0.839095693044975
239	239	turquoise	0.478905214817208	0.0114964293760309
242	242	turquoise	0.263819405393625	0.18362373405655
245	245	pink	-0.292372517583816	0.138904475865476
246	246	turquoise	0.318009873349442	0.105981908477283
247	247	turquoise	0.53359616728373	0.00415219081719672
240	240	darkgreen	0.278537157882826	0.159469459881082
241	241	greenyellow	-0.207103869690846	0.299962628225828
59344	59344	blue	-0.24219558940766	0.223544163485705
80216	80216	cyan	0.423101663738334	0.0278834286989215
115701	115701	salmon	0.431761777557166	0.0245211542801617
249	249	turquoise	0.438842722343243	0.0220237233053518
250	250	grey60	0.854250463238646	1.44031701375304e-08
57679	57679	midnightblue	0.370248825249615	0.0572989176825752
259173	259173	turquoise	0.125802220692896	0.531808449672985
151254	151254	turquoise	0.300366214185834	0.127934871273104
130029	130029	purple	0.0144477270973554	0.942980895551678
65062	65062	turquoise	0.613351127604937	0.000668872369852327
8092	8092	yellow	0.318662520363546	0.105227501643861
257	257	turquoise	0.753886453833497	5.61080598081993e-06
60529	60529	turquoise	0.294172100730329	0.136377648144834
146861	146861	turquoise	0.682683626119821	8.73373721664248e-05
83650	83650	turquoise	0.396298133819254	0.0407130981060059
643664	643664	blue	-0.373214486608269	0.0551807282919935
23600	23600	blue	-0.797924401822121	6.1867610544548e-07
258	258	turquoise	0.655843907758333	0.000204036989748032
259	259	blue	-0.793476393447888	7.91375388763821e-07
55626	55626	blue	-0.750666383097485	6.47527711613141e-06
262	262	tan	-0.0653257799959671	0.746144934303244
144193	144193	royalblue	-0.18749329227255	0.349023299383658
51005	51005	blue	-0.551889178615581	0.00284117530320427
265	265	turquoise	0.122843114928542	0.54157923876963
267	267	blue	-0.783556693899011	1.34222596154585e-06
269	269	black	0.666091998842173	0.000149042382116401
120425	120425	turquoise	0.524256245158694	0.00499988670449336
347902	347902	turquoise	0.31730910082524	0.106796417099917
386724	386724	turquoise	0.549484289867287	0.00299012323779204
