Gene.Symbol	moduleColor	GS.diagnosis	p.GS.diagnosis
115704	115704	greenyellow	0.221468024085035	0.266919403186182
51466	51466	grey60	0.708224909875894	3.57737046751097e-05
2125	2125	turquoise	0.012908037788543	0.949049179980061
2130	2130	purple	-0.26063660836482	0.189164495470808
55218	55218	greenyellow	-0.0750263534561429	0.70994782420855
54932	54932	turquoise	0.199167178416054	0.319270918733131
9156	9156	turquoise	0.555318240714982	0.00263980215642878
55763	55763	blue	-0.696580758906877	5.43426253970213e-05
55770	55770	blue	-0.546280163655129	0.00319891144046381
11336	11336	turquoise	0.363326792582387	0.0624897055181981
90332	90332	brown	-0.408532494854584	0.0343736421205989
60412	60412	brown	-0.2248296233708	0.259540161948814
10640	10640	darkgreen	-0.150208473384084	0.454561424772353
54536	54536	lightcyan	-0.656458853793088	0.00020029344072413
23233	23233	turquoise	-0.0432027179397006	0.830574334133553
23265	23265	purple	-0.158185453659031	0.430671819894524
9941	9941	tan	0.147780983093888	0.461967749693491
51013	51013	cyan	0.697291877968374	5.30019863723906e-05
5394	5394	salmon	0.431354524117534	0.0246715121946138
23404	23404	pink	0.069313214683311	0.731197375516778
51010	51010	brown	-0.481638311016025	0.0109672548557397
54512	54512	blue	-0.420398606952817	0.0290060491789083
56915	56915	lightcyan	-0.284418847471037	0.150478168482057
118460	118460	tan	-0.203729750043217	0.308079888588152
23016	23016	green	0.199983754244223	0.317249918441273
11340	11340	purple	0.0204991812971081	0.919163857379606
5393	5393	blue	-0.670926447472904	0.000127985372478086
23086	23086	blue	-0.695701852502907	5.60411041755434e-05
2131	2131	lightcyan	-0.16096019572942	0.422525382145023
2132	2132	green	0.446688982665089	0.0195028650000751
2134	2134	turquoise	0.644727376493611	0.000283187371425018
2135	2135	brown	-0.427202521703207	0.0262476031226578
2137	2137	blue	-0.422142279893993	0.0282777812346028
2138	2138	turquoise	0.812183154753222	2.69289784218636e-07
2139	2139	turquoise	0.411407092942873	0.0330055181916398
2140	2140	turquoise	0.157712030403273	0.432070241932252
2070	2070	turquoise	0.794769384833913	7.37172496718706e-07
346007	346007	darkred	-0.2644954994487	0.182461442026158
2146	2146	grey	0.110403709933411	0.583548040180786
7430	7430	salmon	0.622288026217985	0.000528532532447974
2159	2159	royalblue	0.240337858464435	0.227225668167713
2160	2160	blue	-0.798568434056107	5.96712520767065e-07
50848	50848	black	0.768337189351682	2.86930921301775e-06
2161	2161	black	0.695687529444697	5.60691689605027e-05
2162	2162	turquoise	0.343228075794033	0.0796421211443379
2165	2165	lightgreen	-0.175991018715572	0.379896686996165
2147	2147	brown	-0.508462986577482	0.00676679115432814
2149	2149	blue	-0.526376177380251	0.00479561997490073
2150	2150	red	0.491664283826077	0.0091965534943134
2151	2151	turquoise	0.256534485889417	0.196474779490908
9002	9002	yellow	0.512817203937203	0.00623391687385807
2152	2152	tan	-0.00446349599537803	0.982371707020536
2153	2153	blue	-0.72298300071234	2.04482965567569e-05
2155	2155	brown	-0.0647034519588073	0.748486099072859
2157	2157	lightcyan	-0.0953118833931521	0.636284995020796
8263	8263	blue	-0.45029522647709	0.0184263182929203
474383	474383	turquoise	-0.0846713993360119	0.674556770959692
474384	474384	blue	-0.617173881091033	0.000605303036558625
2158	2158	royalblue	-0.246357113994956	0.215443106690032
79152	79152	turquoise	0.308916782000017	0.11691564110245
2166	2166	magenta	0.197925114991959	0.322360109244806
2168	2168	lightyellow	-0.166364548402309	0.406904487270176
2170	2170	green	0.531224610677123	0.00435490538770567
2167	2167	blue	-0.608983544175271	0.000748551475651312
2172	2172	yellow	0.487544899242513	0.00989269428594614
2173	2173	tan	0.049442608026743	0.806530634414941
8772	8772	midnightblue	0.206705010565992	0.300915138009817
3992	3992	darkgrey	-0.240630560699542	0.226642938840532
9415	9415	blue	-0.563806307081162	0.00219316555064292
3995	3995	blue	-0.531557756143838	0.00432593104940793
11124	11124	greenyellow	0.15726470757005	0.43339383207226
23197	23197	red	0.926099460416047	4.42503587386687e-12
2184	2184	brown	-0.577410471122301	0.00161256196470572
81889	81889	royalblue	-0.194961651002361	0.329804285087905
51011	51011	brown	-0.499445450976516	0.00799319452545982
151313	151313	turquoise	0.691139231821901	6.56380054507653e-05
55179	55179	green	0.0288202191415085	0.886529182244607
23017	23017	turquoise	0.295255618156172	0.134872411100755
124402	124402	blue	-0.304560459125954	0.122438762299528
283991	283991	pink	0.0222588721804151	0.912250004818614
359845	359845	turquoise	-0.0314444387635468	0.876271980630194
399665	399665	brown	-0.564223788605374	0.00217298656243866
83640	83640	lightgreen	-0.273377636207663	0.167665232045942
84923	84923	cyan	0.481645458128101	0.0109658981361956
90736	90736	greenyellow	0.286199184831351	0.14782955138418
54491	54491	blue	-0.298642620952869	0.130244865323685
90268	90268	magenta	0.104096829139065	0.605354680094382
11170	11170	green	0.574802700936667	0.00171223173507126
83641	83641	lightgreen	-0.362168674505051	0.0633926922678164
81926	81926	blue	-0.920557715918519	1.05977311227325e-11
653401	653401	lightcyan	-0.379437449394516	0.0509353161127814
51104	51104	brown	-0.583515890578062	0.00139857547435821
144717	144717	brown	-0.0421873701192612	0.834501419076848
155019	155019	blue	-0.810826289740875	2.92336175186031e-07
90362	90362	salmon	0.343045409548301	0.0798129540001648
642273	642273	blue	-0.585497701029327	0.00133461343188202
63901	63901	blue	-0.731692449719995	1.44559377195965e-05
374393	374393	blue	-0.493111989255519	0.00896185467226093
64773	64773	black	0.669211303940602	0.00013513391893406
91523	91523	grey60	0.657561694031242	0.00019373097890011
92689	92689	blue	-0.614196739517196	0.00065433070467186
9747	9747	grey60	0.948365650867819	5.65567832846399e-14
285966	285966	turquoise	0.668080883485685	0.000140035898101767
201627	201627	blue	-0.387352323879198	0.0459112522219665
414918	414918	lightyellow	0.45958463948982	0.0158760383429417
81558	81558	blue	-0.752443540393518	5.98448726405289e-06
150864	150864	magenta	0.41823489689051	0.0299307255698375
55007	55007	salmon	0.192394596894529	0.336336388822843
79607	79607	turquoise	-0.112275099026159	0.577144330928462
151194	151194	red	0.83925337111224	4.49782426180879e-08
25895	25895	midnightblue	0.288379321829532	0.144631888572095
23196	23196	green	0.808890272569398	3.28307562027957e-07
158293	158293	purple	-0.143715017355314	0.474513364651809
84498	84498	blue	-0.15945420836376	0.42693628766417
116224	116224	blue	-0.588305237925602	0.0012483383252091
159091	159091	brown	-0.107261682148533	0.594368999534531
219287	219287	turquoise	0.604019693483398	0.000849023769482382
139285	139285	cyan	0.385232861119414	0.0472164822145815
205147	205147	yellow	0.434680199201793	0.0234653274562798
220108	220108	grey	-0.107027963963149	0.595177338463867
79843	79843	turquoise	0.167241863144613	0.40439956981896
93343	93343	magenta	0.298875581747266	0.12993088435835
89853	89853	greenyellow	-0.0480614604906977	0.811838537718064
84668	84668	greenyellow	0.0664736917974064	0.74183233045329
285172	285172	blue	-0.530825110198302	0.00438986808966751
8933	8933	midnightblue	0.173692396895243	0.386249648369356
26071	26071	salmon	-0.106378138838375	0.597427297734914
441518	441518	blue	-0.043033982071882	0.831226685397836
80097	80097	turquoise	0.200063523952555	0.317052913887669
116496	116496	grey60	0.768618233207221	2.83080065146756e-06
64855	64855	black	0.393578144030205	0.0422414572669521
10876	10876	turquoise	0.534442341773149	0.00408183220240296
64184	64184	yellow	0.490154746088134	0.00944673280890742
131408	131408	black	0.551730249909655	0.00285081872494368
286499	286499	turquoise	0.675803311723853	0.000109449124201737
257415	257415	lightgreen	-0.0161390418908306	0.936318609467722
79137	79137	brown	-0.696417636192448	5.46543624291102e-05
54463	54463	purple	-0.262868006147742	0.18526801186261
162427	162427	blue	-0.765878516562106	3.22678967499036e-06
57579	57579	lightcyan	-0.641092927679263	0.0003143501545871
84908	84908	salmon	0.762277710785086	3.82262516819579e-06
10144	10144	pink	-0.0747048162670062	0.711138320072881
285512	285512	turquoise	-0.192563309437501	0.335904702552922
220965	220965	turquoise	0.313702655852885	0.111061961472894
317662	317662	brown	-0.400892600035495	0.0382316159650133
285016	285016	grey60	0.799017353262922	5.81821436742966e-07
338094	338094	blue	-0.674613693703337	0.000113736970969328
285596	285596	turquoise	0.646275232714667	0.000270761671645623
202134	202134	turquoise	0.497137393462843	0.00833547516632721
653316	653316	turquoise	0.370279963226663	0.0572763530207975
283726	283726	blue	-0.234019508139263	0.240049321704037
728215	728215	turquoise	0.354664176753881	0.0694913899648343
27112	27112	brown	-0.172287528627271	0.390162216926973
29057	29057	blue	-0.210877876013209	0.291043496231629
727866	727866	green	0.475558577536974	0.0121731703692883
51016	51016	blue	-0.688959709303633	7.07161330001196e-05
348378	348378	turquoise	0.666010429667594	0.00014942242176547
84067	84067	greenyellow	0.374973273103538	0.0539537709699048
57700	57700	cyan	0.775625854663127	2.00873039739863e-06
64760	64760	turquoise	0.417414720024713	0.0302873852513579
84140	84140	darkred	-0.215903565678208	0.279428985665133
145483	145483	turquoise	0.373101373789802	0.0552603780218068
26355	26355	midnightblue	0.412269316932516	0.0326037924851702
148753	148753	turquoise	0.557320734392098	0.00252796026056665
51101	51101	darkred	-0.257194874341206	0.195284999312473
79696	79696	magenta	0.373724402987034	0.0548227785862207
401565	401565	turquoise	0.172806335527822	0.388714710702938
730112	730112	blue	-0.388691107315751	0.0451015932514083
84734	84734	darkred	-0.325840702813394	0.097191926748622
23201	23201	turquoise	-0.194057929286485	0.33209503512057
130074	130074	blue	-0.389021124195049	0.0449037537897687
283777	283777	turquoise	0.757101131457108	4.85240113240593e-06
340069	340069	turquoise	0.822333212784068	1.42592446813542e-07
221061	221061	green	0.543397130041215	0.00339729902558956
165215	165215	yellow	0.550568656124649	0.00292215595996838
65990	65990	green	0.214113321930239	0.283531874057414
134145	134145	pink	-0.243047577961929	0.221869228180841
345757	345757	blue	-0.503969698266299	0.00735642144282168
400451	400451	turquoise	0.505240368982474	0.00718545573332603
84142	84142	turquoise	0.860278855770044	8.79026645517978e-09
23172	23172	pink	0.327181361739373	0.0957436105326597
84141	84141	brown	-0.390705556909145	0.0439046356998722
55194	55194	pink	-0.013829086825243	0.945418750468285
283635	283635	blue	-0.439663120782338	0.0217483054456256
51252	51252	grey60	0.700381421420664	4.75119088154773e-05
165186	165186	blue	-0.19465781783226	0.330573366008896
23116	23116	magenta	-0.040393157468958	0.841450362432072
389558	389558	blue	-0.692457666747159	6.27255323966219e-05
90050	90050	yellow	0.57476776621374	0.00171360219648343
220382	220382	turquoise	0.278800574467956	0.159058803806382
340286	340286	turquoise	0.643751104454342	0.000291279516406067
79632	79632	turquoise	0.527004594591301	0.00473644673245981
27146	27146	turquoise	0.64997301521153	0.000242995737647177
84070	84070	cyan	0.522621700773218	0.00516237677429747
148109	148109	turquoise	0.581370825278893	0.00147077564108571
80013	80013	midnightblue	0.123601836829023	0.539065990121859
84182	84182	turquoise	0.419187036791456	0.0295209366004827
10712	10712	salmon	0.154914393555328	0.440384251090086
51030	51030	blue	-0.660588596670639	0.000176681818400198
201158	201158	blue	-0.92440574045847	5.81947989758724e-12
54462	54462	blue	-0.861793921060801	7.73645771175674e-09
8603	8603	brown	-0.775563229565227	2.01500599103582e-06
54540	54540	blue	-0.764475396537905	3.44825351116064e-06
84331	84331	blue	-0.825751506122034	1.14073701771815e-07
348262	348262	brown	-0.2235211350156	0.262396574974405
284467	284467	turquoise	0.448372698179767	0.0189939963215796
151647	151647	yellow	0.13633860826456	0.497713985370047
25817	25817	turquoise	0.39200613519656	0.0431453130906718
54757	54757	green	-0.140593034457053	0.484264099835398
9917	9917	greenyellow	0.139578052957626	0.487455946885335
56975	56975	blue	-0.886527885920061	7.56060704742493e-10
387680	387680	black	0.298255430647343	0.130767936029625
728130	728130	turquoise	0.238994493077409	0.229912972634587
441457	441457	turquoise	0.652861198785818	0.000223081982742564
653567	653567	turquoise	0.370976472781461	0.056773425191049
118670	118670	turquoise	0.669589478651903	0.000133528141971841
196792	196792	yellow	0.498241084409539	0.0081702968840451
644054	644054	blue	-0.32539861351922	0.0976731011853944
100133093	100133093	blue	-0.078866792154645	0.695780586381166
119395	119395	turquoise	0.630414304815901	0.000423982505549724
254228	254228	blue	-0.806128836418391	3.86542757866699e-07
441168	441168	blue	-0.81621269727475	2.10189912983978e-07
548321	548321	turquoise	-0.0655524651302363	0.745292701948465
284123	284123	yellow	0.445852776957412	0.0197597114096431
26017	26017	magenta	0.082048567908988	0.684117909817547
54537	54537	blue	-0.873783399984616	2.66265790157673e-09
116228	116228	green	0.425162157674054	0.0270514934062993
9780	9780	turquoise	0.320829276641775	0.10275157083717
63895	63895	brown	-0.492671445007446	0.00903273766900688
374666	374666	turquoise	0.380914388642845	0.0499664431047927
60343	60343	turquoise	0.241887057733407	0.224152797399042
10447	10447	blue	-0.859849647507314	9.11163604293495e-09
131177	131177	blue	-0.153114564285238	0.445778140930362
85369	85369	blue	-0.769094326716112	2.76662419330265e-06
57464	57464	grey60	0.87121083184449	3.37718567877877e-09
100302526	100302526	turquoise	0.39176069560055	0.0432878064508185
131583	131583	magenta	0.20626975896571	0.301956711185805
163933	163933	turquoise	0.704772870633259	4.05773675140611e-05
259282	259282	darkred	-0.547871437270296	0.00309371477196149
91272	91272	red	0.694923267246941	5.75848769480686e-05
404636	404636	midnightblue	0.186116009076965	0.352639010917402
55855	55855	blue	-0.344843817837782	0.0781431675698767
55603	55603	red	0.847046755013938	2.52664623120159e-08
115572	115572	turquoise	0.526343080022916	0.00479875380762579
54855	54855	green	0.703136242342713	4.30488081768293e-05
170062	170062	lightcyan	-0.302081028375779	0.125666450613018
55578	55578	blue	-0.530514347123177	0.00441722951916298
100130302	100130302	turquoise	0.704573110959886	4.087210514748e-05
170067	170067	turquoise	0.363783039171511	0.0621367222013778
9130	9130	blue	-0.505787167436195	0.00711292127875493
26240	26240	brown	-0.594801631907744	0.00106698796565606
152877	152877	brown	-0.426841456869497	0.0263884323673366
9679	9679	blue	-0.77722630964775	1.85419434577158e-06
51307	51307	blue	-0.324565340913463	0.0985848963043087
113115	113115	turquoise	0.451004457920489	0.0182204480097985
56181	56181	greenyellow	-0.376914555109091	0.0526244144502206
120400	120400	yellow	0.282822771530089	0.152881366014286
91775	91775	black	0.430705494947729	0.0249126811945365
54827	54827	turquoise	0.1821452169622	0.363187165346789
79850	79850	grey	-0.027703585213806	0.89089924626808
83723	83723	blue	-0.706940650137344	3.74982431479811e-05
92002	92002	red	0.368278737629701	0.0587407321996436
57795	57795	yellow	0.296310334647266	0.133418792050336
339479	339479	yellow	0.341118698181354	0.0816319103572229
58516	58516	blue	-0.221450689673232	0.266957802278125
57488	57488	green	0.369604800485215	0.0577671781583684
83850	83850	yellow	0.207193838995473	0.299748034898485
55793	55793	blue	-0.660161753163052	0.000179002973102623
54629	54629	darkred	-0.0628827970326234	0.755347743552283
54478	54478	turquoise	0.329479188298213	0.0932990515628992
79567	79567	magenta	-0.0735659395884791	0.715360331147068
9750	9750	yellow	0.217300994310374	0.276252816467576
140876	140876	lightcyan	-0.666124923013301	0.000148889226472854
388650	388650	magenta	0.461195760420543	0.0154648760489832
138311	138311	black	0.517695643992523	0.00567939667095797
348013	348013	tan	-0.635341063173786	0.00036982730848473
149647	149647	turquoise	0.740400614415209	1.0084197205042e-05
153745	153745	turquoise	0.788345827084628	1.04365797586216e-06
196472	196472	yellow	0.453310632617495	0.0175640442697011
112703	112703	grey60	0.792679218551311	8.26557181530297e-07
84691	84691	yellow	0.146370784520781	0.466299140229965
653820	653820	blue	-0.708828525374009	3.49877982244736e-05
728833	728833	green	0.739717871420281	1.03782178128986e-05
84895	84895	darkgreen	-0.442742255826148	0.0207395642475583
728495	728495	turquoise	0.515766763118593	0.00589344288870265
727905	727905	yellow	0.649415862493369	0.000247012045292374
404770	404770	turquoise	0.693877700918708	5.97173156261314e-05
199870	199870	brown	-0.224818712130857	0.259563897157425
143684	143684	brown	-0.413534599721105	0.0320213955009333
286336	286336	blue	-0.387330466848752	0.0459245653798321
57494	57494	turquoise	0.580748690677353	0.00149230887119169
145773	145773	purple	0.108375135727766	0.590524488525986
151393	151393	turquoise	0.574976813042704	0.00170541553559587
55177	55177	pink	0.0896133117536965	0.656676105978929
84985	84985	turquoise	0.546558479350608	0.00318029497636672
128876	128876	tan	0.144411341952248	0.47235246473919
81610	81610	pink	-0.00573433171697825	0.977353747327202
54854	54854	yellow	0.277268011721458	0.161458557814673
644815	644815	blue	-0.225258256665134	0.258608872341999
286077	286077	turquoise	0.303423810099117	0.123910804321383
151354	151354	blue	-0.879680512868614	1.51343608180958e-09
157638	157638	lightcyan	-0.236579262344633	0.234797628449321
196483	196483	turquoise	0.636447138152757	0.000358537994614213
55199	55199	turquoise	0.296788901087337	0.132762993193675
375061	375061	turquoise	0.557707306548743	0.00250684426211164
23625	23625	turquoise	0.253019197797152	0.202891887427403
55138	55138	turquoise	0.708060273253419	3.59907677148971e-05
441317	441317	yellow	0.641761170585376	0.000308404540298575
84191	84191	brown	-0.444406613127807	0.0202104459773332
51647	51647	royalblue	-0.0978225468718677	0.627381462407232
25940	25940	black	0.722556965544825	2.07912964609827e-05
283742	283742	turquoise	0.305399432429356	0.121360485431274
147965	147965	blue	-0.587319015352779	0.00127807786150748
171483	171483	turquoise	0.176148688100301	0.379463140156774
171484	171484	turquoise	0.633296157031311	0.000391521084062486
2175	2175	blue	-0.809885379642797	3.09347882546156e-07
2187	2187	brown	-0.18130344245259	0.365446839613342
2176	2176	magenta	0.303815800608761	0.123401692055209
2177	2177	grey60	0.77427753190988	2.14780132584293e-06
2178	2178	salmon	0.634529418742337	0.000378308375747303
2188	2188	lightgreen	0.0557997660635594	0.782210452638325
2189	2189	salmon	0.800554974350539	5.33321729848502e-07
55120	55120	blue	-0.754972544298876	5.34347204176109e-06
84188	84188	purple	-0.0875858814010476	0.663990068264937
10160	10160	lightyellow	0.416834609790401	0.0305417121751527
9855	9855	darkred	-0.432199068965057	0.0243605363526664
10667	10667	greenyellow	-0.39779002151556	0.0398936756139726
2193	2193	lightcyan	-0.182292412539263	0.362792875749297
10056	10056	turquoise	0.42516294851715	0.0270511780022028
355	355	brown	-0.548759466041964	0.00303630472209353
356	356	turquoise	0.441101567364479	0.0212721901722056
2194	2194	brown	-0.410448014334833	0.0334570292194633
10922	10922	black	0.296885427469278	0.132631003533074
79675	79675	greenyellow	0.144136666261295	0.473204256023901
22868	22868	blue	-0.755055194272826	5.32360355610818e-06
79072	79072	pink	-0.360094174492267	0.0650354344190773
60493	60493	brown	-0.198793449040659	0.320198518834663
2195	2195	darkred	-0.301353589293986	0.126625115180073
79633	79633	blue	-0.699217534727582	4.951778992763e-05
89885	89885	blue	-0.112290838732463	0.577090603252542
2197	2197	greenyellow	0.124271057491655	0.536853775713835
2091	2091	red	0.761418706435223	3.97859517852443e-06
54751	54751	turquoise	-0.0863172152256937	0.668582166651906
2192	2192	yellow	-0.0965769119006182	0.631792576904977
2199	2199	green	0.36564095828857	0.0607152679578684
10516	10516	blue	-0.511531372811331	0.00638745753661891
2200	2200	brown	-0.358032324757274	0.0667006108869191
2201	2201	pink	-0.0679006748410007	0.736481883884911
84467	84467	darkturquoise	0.225234818764789	0.258659739513808
2203	2203	royalblue	-0.316170216966098	0.108130058324647
8789	8789	turquoise	0.682465271381592	8.79731677672735e-05
64319	64319	blue	-0.875168604711419	2.33773008049374e-09
84678	84678	magenta	0.214500073459751	0.282642290199053
22992	22992	purple	-0.340017453338706	0.0826856415592163
54850	54850	greenyellow	-0.449863112305546	0.0185526824434834
222235	222235	blue	-0.289590261517871	0.142877409231089
79176	79176	black	0.280752718968685	0.156038869755164
64839	64839	blue	-0.6812346489597	9.16336185742195e-05
80028	80028	turquoise	0.608578698152876	0.00075633904966315
54620	54620	blue	-0.749348569281499	6.8621648199177e-06
25827	25827	midnightblue	0.211518284423078	0.289546808061525
84961	84961	greenyellow	0.335712806778412	0.0869040318787057
26223	26223	turquoise	0.851673577613644	1.76699989729486e-08
283807	283807	turquoise	0.150343306452918	0.454151896197581
26234	26234	brown	-0.487854070548295	0.00983896292922666
26233	26233	cyan	0.470343568385097	0.0132935066922922
55336	55336	blue	-0.114821312793516	0.568481719527955
26267	26267	turquoise	0.475073945322407	0.0122738595117933
80204	80204	brown	-0.454906351716923	0.0171213367666929
201456	201456	yellow	0.372885725251181	0.055412478529963
157574	157574	turquoise	0.14560654858952	0.468655280260498
115290	115290	lightcyan	-0.691996675529071	6.37305805130913e-05
84893	84893	turquoise	0.205065554941604	0.304850132393258
26232	26232	greenyellow	-0.453473291839791	0.0175184906535171
23014	23014	magenta	0.258681685723415	0.192624474551368
26263	26263	cyan	0.326968672416161	0.0959722906689101
692224	692224	turquoise	0.210373923142172	0.292224702616869
26261	26261	turquoise	0.570914009892957	0.00187070865501251
26260	26260	turquoise	0.592640929811962	0.00112458678882195
23219	23219	blue	-0.519652509756128	0.00546900039289841
26273	26273	magenta	0.0359247343574243	0.858805851132058
84085	84085	blue	-0.477848528812032	0.0117066379246295
79791	79791	salmon	0.726303911821448	1.79428818687597e-05
114907	114907	blue	-0.50160079675887	0.00768429398198016
254170	254170	green	0.491358150354851	0.00924683638599251
55030	55030	brown	-0.380631416579307	0.0501509413901894
130888	130888	red	0.390333777201967	0.0441236274292483
81545	81545	blue	-0.697750023170548	5.21538909399721e-05
26272	26272	blue	-0.50713590963204	0.0069366373713107
51725	51725	turquoise	0.170136398322267	0.39619673320395
54455	54455	blue	-0.396940412099474	0.0403587003577843
286151	286151	turquoise	0.60786581210684	0.000770223517436963
93611	93611	turquoise	0.720678390712867	2.23656956079631e-05
200933	200933	yellow	0.457928701957141	0.0163079909589726
23403	23403	blue	-0.911011225288438	4.15283870781209e-11
554251	554251	turquoise	-0.174357131549166	0.384406221973752
26271	26271	brown	-0.707293997957592	3.70165406620553e-05
26270	26270	lightyellow	0.373549474314037	0.0549453692659505
25793	25793	blue	-0.933675650477618	1.19344553912977e-12
26268	26268	turquoise	0.404725212715567	0.036255230215991
10517	10517	turquoise	0.568031933489772	0.00199616546291814
23291	23291	blue	-0.51525476913617	0.00595138981659279
285231	285231	turquoise	0.479621429618674	0.0113557452536895
26190	26190	greenyellow	-0.0676865249289042	0.737284077476285
6468	6468	green	0.333114775312228	0.0895276976119919
54461	54461	brown	-0.482495045081497	0.0108056163613603
55294	55294	purple	-0.421872479471587	0.028389490368754
26259	26259	blue	-0.291412197549609	0.1402666392141
84261	84261	brown	-0.384991787567644	0.0473667780378215
83953	83953	black	0.559275663000388	0.00242271904816662
2204	2204	turquoise	0.636480808201799	0.000358199125532787
2207	2207	blue	-0.698711542272657	5.04130288727826e-05
2208	2208	turquoise	0.495450506518973	0.00859334198865143
51077	51077	lightcyan	-0.250144516054692	0.208244928740357
8857	8857	blue	-0.539423628548182	0.00368786988694052
2209	2209	grey60	0.952182565562671	2.21105709269929e-14
2210	2210	turquoise	0.502615573367141	0.00754236911320684
2212	2212	turquoise	0.701363598730053	4.58756710790654e-05
2213	2213	black	0.387265851917126	0.0459639402935223
2214	2214	brown	-0.381568666238306	0.0495418969631622
2215	2215	blue	-0.853723928366051	1.50222438099655e-08
2217	2217	green	0.140865212498805	0.483409984547434
23149	23149	brown	-0.149291397604171	0.457352034415583
115548	115548	midnightblue	0.106316908376995	0.59763948947151
89848	89848	yellow	0.054325659040107	0.787832971864978
9873	9873	darkturquoise	0.354710212384649	0.0694526490895819
2219	2219	green	0.436164587393762	0.0229426799298251
2220	2220	blue	-0.677496391491432	0.00010359300273676
8547	8547	blue	-0.635570734032564	0.000367457860622825
115350	115350	turquoise	0.479555293971973	0.0113686757389401
79368	79368	blue	-0.263841633450132	0.183585439573065
115352	115352	yellow	0.191575399035567	0.338437236119261
83416	83416	blue	-0.589914661540038	0.00120109173193653
84824	84824	turquoise	0.650681751670781	0.000237969729938345
127943	127943	midnightblue	0.0871372240100967	0.665612698145905
2222	2222	midnightblue	0.488562915333562	0.00971669156187357
2230	2230	brown	-0.306143870549069	0.120409558070239
112812	112812	turquoise	0.412582666577804	0.0324587741769529
91893	91893	darkred	-0.0575568505732004	0.775522552508886
2235	2235	salmon	0.684282506723413	8.28043833525806e-05
55527	55527	red	0.682366666196518	8.82616217953449e-05
10116	10116	lightcyan	-0.234074602704925	0.239935476206937
56929	56929	darkred	-0.09603765650966	0.633706053304227
2237	2237	turquoise	0.553728961511269	0.00273155812997197
2241	2241	black	0.0887899153706781	0.659642836326042
26509	26509	grey	0.265059010300649	0.181496613968184
80307	80307	turquoise	0.706749593858788	3.77610153751921e-05
654463	654463	yellow	-0.0709672609462531	0.725024555464009
55612	55612	grey	0.0768944053729927	0.70304455245643
10979	10979	black	0.672695819278427	0.000120962687550347
83706	83706	turquoise	0.0370429112027079	0.854456485061533
2242	2242	black	0.632105285946625	0.000404661297793435
26998	26998	black	0.081553062565283	0.685929604101421
54738	54738	turquoise	0.526590639137629	0.00477535564951823
9638	9638	darkgrey	0.0236062545758973	0.906960303543112
9637	9637	green	0.314744021898548	0.109817535927105
2867	2867	turquoise	0.324835833131216	0.0982882183588032
2865	2865	turquoise	0.61344464383129	0.000667250481466766
2243	2243	magenta	0.0278092157480535	0.890485714858684
2244	2244	black	0.579117219624966	0.00155007487736077
2245	2245	darkgreen	-0.119906705965235	0.551357425546255
221472	221472	turquoise	0.685960630564457	7.82719248044491e-05
89846	89846	turquoise	0.314717497286488	0.109849103779047
121512	121512	lightcyan	-0.602877386730067	0.000873737488506221
152273	152273	grey60	0.729383789094562	1.58679574468554e-05
55785	55785	pink	-0.233363212160855	0.241408216645841
2246	2246	yellow	0.453017916597405	0.0176462663152311
2255	2255	turquoise	0.474620156935284	0.0123687667501501
2256	2256	turquoise	0.441162636401861	0.0212521667475311
2257	2257	turquoise	0.36338042726598	0.0624481295735387
2259	2259	turquoise	0.803450456895409	4.51772783905434e-07
8822	8822	turquoise	0.326300078452441	0.0966938236829491
8817	8817	blue	-0.802194205026452	4.85660012937749e-07
26281	26281	turquoise	0.719031228418055	2.38326521635809e-05
26291	26291	turquoise	-0.230824637067877	0.246712246042621
27006	27006	turquoise	0.209689254737806	0.293834319582374
8074	8074	tan	-0.595983957586916	0.0010365665697732
2248	2248	turquoise	0.728099800621691	1.67054142520538e-05
2251	2251	yellow	0.152077974789845	0.448900637967803
2252	2252	turquoise	0.744787661238489	8.36608146528699e-06
2253	2253	turquoise	0.269972574867483	0.173234036310567
2254	2254	turquoise	0.671700710395995	0.000124869205584271
9982	9982	turquoise	0.167340380183212	0.404118824861511
83888	83888	turquoise	0.250274588316053	0.208000662073874
2260	2260	blue	-0.538488850264729	0.00375922377000511
26127	26127	tan	-0.538829609929014	0.0037330777118125
2263	2263	pink	-0.623876025286446	0.00050649343480289
2261	2261	blue	-0.52430028404694	0.00499556949600818
2264	2264	blue	-0.582685190365721	0.00142616377230282
53834	53834	greenyellow	-0.20621969741034	0.302076654543486
2266	2266	brown	-0.341899290033589	0.0808912104064798
55277	55277	lightgreen	-0.0421088841108377	0.834805143891741
2267	2267	brown	-0.498581155060835	0.00811995899318095
10875	10875	greenyellow	-0.297746573983538	0.131457693393086
2268	2268	magenta	0.0893240846360585	0.657717627111166
2271	2271	black	0.772117068297196	2.38874854467491e-06
114827	114827	red	0.460002732650599	0.0157684835321146
85462	85462	yellow	0.34668405677697	0.0764622974239468
2272	2272	green	0.454059458925438	0.0173551363485899
2273	2273	brown	-0.252885935712052	0.203137939584729
2274	2274	turquoise	0.663886592269669	0.00015962322395954
2275	2275	cyan	0.287637565488768	0.145714208444903
9457	9457	turquoise	0.515072863366551	0.00597209327705429
29109	29109	green	0.539183160270134	0.00370611420279843
80206	80206	turquoise	0.52074636025302	0.00535429440677454
9158	9158	magenta	0.243264701655804	0.221443734442678
11153	11153	grey60	0.610158242642715	0.000726348738014368
9896	9896	greenyellow	-0.000979842840360082	0.99612989184432
