logFC	AveExpr	t	P.Value	adj.P.Val	B	entrez_id
26815	-4.60416830925052	8.4313850585861	-11.2788707264676	0.00000000000462598670772712	0.000000000976882748588547	17.5963730928597	26815
4803	-3.55431991039898	6.66128901513951	-11.2699546040327	0.00000000000471304533204266	0.000000000983129761031582	17.5781146761753	4803
368	-2.20497555588324	7.46162841641374	-11.2112884315904	0.00000000000532945732580583	0.00000000109831768142059	17.4577229264772	368
94162	-4.49160009275124	8.48242625009695	-11.1464985492131	0.00000000000610724626733035	0.0000000012436243738415	17.3242480880332	94162
23197	3.1130037273216	10.8949687977691	11.0974974160845	0.00000000000677230852349248	0.00000000136282749758046	17.2229388490969	23197
619499	-3.76751988018635	6.94169837775091	-11.0829764349881	0.00000000000698335421110825	0.00000000137559129060664	17.1928570222683	619499
100302741	-2.55203561239854	13.9198987832679	-11.0815276608293	0.00000000000700477779617395	0.00000000137559129060664	17.1898542218272	100302741
619562	-3.15707208112331	13.0493165500397	-11.0766771386696	0.00000000000707699699347468	0.00000000137559129060664	17.1797988049109	619562
26793	-3.02502618871612	11.1891233495044	-11.0600403810643	0.00000000000733056396781892	0.00000000140354518273907	17.1452865788473	26793
26830	-4.48928691403489	7.87547442071463	-11.0519213871576	0.00000000000745767843732735	0.00000000140354518273907	17.1284310007281	26830
440353	-3.18934098045263	11.580398516648	-11.0513331744804	0.00000000000746697524871416	0.00000000140354518273907	17.1272094981299	440353
55596	-2.65773795301528	10.5779712886398	-10.9994591790571	0.00000000000833550913463089	0.00000000154977047552023	17.0193087994589	55596
81876	-2.99058568572629	11.5591951561985	-10.9693536029837	0.00000000000888651270520198	0.00000000163444946045677	16.9565264780514	81876
955	-2.88836152802161	7.56645574782557	-10.963423987009	0.00000000000899937586852973	0.00000000163759919394895	16.9441468570144	955
25793	-2.63725587574086	7.78284564435495	-10.9496412573321	0.00000000000926743683292278	0.00000000166862638975941	16.9153540331101	25793
406928	-2.58966538866165	6.30090055137423	-10.9437212265427	0.0000000000093850803807536	0.00000000167220624909157	16.9029791514965	406928
26788	-5.15771291825299	9.90872944935412	-10.9245505275914	0.00000000000977667635639627	0.00000000170701251344444	16.8628743475765	26788
5346	-2.37522381741204	6.01605897215705	-10.9243902996926	0.00000000000978001907731982	0.00000000170701251344444	16.8625389503092	5346
9747	2.08913224032805	10.4517779910545	10.9009976639521	0.000000000010280859286114	0.00000000177630402110081	16.8135361475466	9747
26820	-2.54264343815837	6.05279151626386	-10.8827929481544	0.0000000000106888025562666	0.00000000182831967724941	16.7753512765593	26820
162966	2.4307247583589	10.5442733646141	10.8738152584779	0.0000000000108960642059641	0.0000000018453185964655	16.7565043049312	162966
123876	-2.90185568977429	11.0526566805234	-10.8604035075418	0.000000000011213409256396	0.00000000188044475814366	16.7283291157225	123876
3481	-3.95223183838881	8.60303984274827	-10.818026559679	0.000000000012279930931559	0.00000000202435979135779	16.6391487269465	3481
4051	-2.42413703493925	9.3276782117276	-10.8169517427571	0.0000000000123082968898691	0.00000000202435979135779	16.6368837464699	4051
9526	-2.2478966143467	7.33560073608463	-10.7983533859031	0.0000000000128099312455081	0.00000000208679879956586	16.5976669773026	9526
677819	-3.1758454834842	10.2585263369876	-10.7857081111681	0.0000000000131629460405801	0.00000000212407728324643	16.5709768987697	677819
595098	-3.23843941048128	6.79355546601441	-10.779102879135	0.000000000013351298622484	0.00000000213433610222046	16.5570269993739	595098
91380	-2.14339062385171	5.58847402727552	-10.7444032651477	0.0000000000143872352838042	0.00000000227864499564324	16.4836485532308	91380
26789	-3.85859883737202	8.15314480610169	-10.7237753875475	0.0000000000150418368174915	0.00000000236046439232287	16.439951785114	26789
692111	-3.5564367094854	12.7249963603232	-10.7165433940316	0.0000000000152785097534468	0.00000000237580826666098	16.4246186556003	692111
26812	-3.27289331034067	6.80862997456614	-10.6529472813581	0.0000000000175317392465247	0.00000000270162522352978	16.2894847692246	26812
26046	-2.49825045809695	8.6566661423835	-10.61060862583	0.0000000000192185407051476	0.00000000293511731037098	16.199222434775	26046
26790	-2.14731542424639	5.81230457202002	-10.5414768318654	0.0000000000223394167103455	0.00000000336727271093399	16.0513262050547	26790
284254	3.44295144486405	7.55953024395176	10.5360672163101	0.0000000000226045877015049	0.00000000336727271093399	16.0397263080872	284254
158038	2.78490324486075	6.70303067232208	10.5353743864899	0.0000000000226387817455369	0.00000000336727271093399	16.0382403832277	158038
26827	-2.57344611315987	14.1897050570296	-10.5258193027838	0.0000000000231158169554072	0.00000000338228465199815	16.0177408774192	26827
692073	-3.13194506332842	11.8462609264252	-10.5254356859453	0.0000000000231351829455588	0.00000000338228465199815	16.0169176099171	692073
6835	-3.4365869674668	7.53602286879729	-10.5178044212623	0.000000000023523909057387	0.0000000034099700375136	16.0005363152952	6835
100126299	-4.03075212080486	10.7705424003387	-10.4959748262954	0.0000000000246733164183415	0.00000000354653006164481	15.9536338410218	100126299
1615	2.23020352456083	11.8340712031923	10.4728564807146	0.0000000000259535664557454	0.00000000369946461854604	15.9038928568275	1615
10216	-3.43748909375859	9.48958471993333	-10.4476765381399	0.0000000000274257768126511	0.00000000386577222157735	15.8496347174356	10216
134526	-2.75282874425262	9.50505276444815	-10.4452467590958	0.0000000000275723011419139	0.00000000386577222157735	15.8443944941228	134526
26784	-4.30170933713519	10.532748602195	-10.4353493886465	0.0000000000281774975357177	0.00000000391850484023131	15.8230409831358	26784
767579	-2.80030189423035	6.46360160218857	-10.4270650371475	0.0000000000286945354337819	0.00000000395822603705516	15.8051574449123	767579
9299	-3.98519517398456	10.0111762747861	-10.4048097896153	0.0000000000301322718034143	0.00000000412330007357922	15.7570691278706	9299
7555	-1.73188041392046	10.3294734556706	-10.3776346291431	0.0000000000319886007314518	0.00000000434257948818637	15.6982598062124	7555
256987	-2.06344122241848	7.49494284668292	-10.3480083733898	0.0000000000341465327644649	0.00000000459902710973363	15.6340329408052	256987
26804	-2.94468676465847	6.06602395437499	-10.3359398396943	0.0000000000350678904538012	0.00000000468622082978335	15.6078356529012	26804
1785	-2.40393732260841	7.01513018757166	-10.3316808674589	0.0000000000353990929944991	0.00000000469380996644114	15.5985859753293	1785
692205	-2.54823608369023	13.2168896843371	-10.3201680947512	0.000000000036310551948103	0.00000000476799526066182	15.5735701889231	692205
80854	-2.4228994148534	6.50337149465668	-10.3176131423498	0.0000000000365160701050393	0.00000000476799526066182	15.5680161810425	80854
652965	-3.61907441734197	7.4369667626195	-10.3039529080637	0.0000000000376353145335572	0.00000000487690950830678	15.5383063508373	652965
201158	-2.56194240334121	7.06231868821816	-10.2839957825146	0.0000000000393341266026096	0.00000000505872357547095	15.4948560745515	201158
677830	-3.73443249680114	10.3311486975234	-10.2532661173228	0.0000000000421052498135568	0.00000000537470371687231	15.4278468869089	677830
23787	2.74962602470511	11.8483052406114	10.2452091602419	0.0000000000428644178647075	0.00000000540035568736275	15.4102567550769	23787
10458	-2.12294834939008	7.57771935606577	-10.2444397913543	0.0000000000429376424134075	0.00000000540035568736275	15.4085765924802	10458
100124536	-2.79745283032558	12.4093992120887	-10.2231596288823	0.0000000000450146620402577	0.00000000562026127152269	15.36207283972	100124536
26801	-3.70105563636562	12.271175419254	-10.2166563426434	0.0000000000456697554662574	0.0000000056607330960169	15.3478489226326	26801
80232	-2.78468129100262	7.14197244174859	-10.2119817067125	0.0000000000461466790458394	0.00000000567869744661211	15.3376210742099	80232
8729	-3.18334259748079	7.26457843803434	-10.1993222261124	0.0000000000474640658124767	0.0000000057990917551601	15.3099079694936	8729
11057	-2.74623824692203	8.34756013595161	-10.1765900008666	0.000000000049927330276137	0.00000000605678712321506	15.2600899554352	11057
677793	-2.48716727309917	6.49496014846251	-10.1707644529577	0.0000000000505794430317061	0.00000000609268572575586	15.2473119090962	677793
677799	-4.62239799486875	8.22959199482455	-10.1338465713713	0.0000000000549202612362942	0.00000000656930817095673	15.1662274105235	677799
80055	-2.82051330498822	7.00296884987951	-10.1182822481448	0.0000000000568631402967963	0.00000000675447232483820	15.1319873313744	80055
56663	-4.57678593539345	9.18750235847773	-10.096277886656	0.0000000000597309280695487	0.00000000704618982503194	15.0835236312172	56663
290	-2.10298639514675	13.2322598650728	-10.0802124173259	0.0000000000619180757092496	0.00000000725416907538845	15.0480985451843	290
692148	-2.94097067279796	7.33200774352125	-10.0493179683002	0.0000000000663578304419485	0.00000000772143326333013	14.9798762515168	692148
81926	-2.20024304614108	5.73894290392051	-10.0448458577903	0.0000000000670270398518987	0.00000000774660484234276	14.9699900084781	81926
677681	-3.01980115140637	10.9361795744372	-10.0090474663064	0.0000000000726397131884805	0.00000000829885389978208	14.8907543804813	677681
100033414	-2.7228012498857	6.60138801102856	-10.0082158269068	0.0000000000727756845932366	0.00000000829885389978208	14.8889115675473	100033414
51068	-1.9393817164827	5.77857100175038	-9.98546360224925	0.000000000076598649038206	0.00000000867695292581797	14.8384588077429	51068
3093	-2.13182082627036	6.17009553955012	-9.97759036977141	0.0000000000779690130704703	0.00000000877407874059471	14.8209835818986	3093
2022	-2.31757054029218	10.1537289576614	-9.95780446601108	0.0000000000815248931171462	0.00000000909524271186344	14.7770299725828	2022
6845	-3.52037413561952	7.48052569340331	-9.95514557319038	0.0000000000820152605887872	0.00000000909524271186344	14.7711192753	6845
27063	4.77947320426992	8.86028642372984	9.95297312560019	0.0000000000824181596222644	0.00000000909524271186344	14.7662892256651	27063
692204	-3.97640644545914	7.49706826598478	-9.91746520746298	0.0000000000892988389607529	0.0000000097913887206646	14.6872523763925	692204
2056	4.77547214973842	8.53876503010718	9.90585372379026	0.000000000091674515900592	0.00000000995938543251715	14.6613690851468	2056
692057	-3.88170191812867	12.4917205873786	-9.90430860335536	0.0000000000919954924488576	0.00000000995938543251715	14.6579234506318	692057
3263	-2.03166937681581	13.0362805004885	-9.85804467972894	0.00000000010215937522662	0.0000000109901642342851	14.5546032311587	3263
94161	-2.58747935897168	13.1378975164747	-9.85326263959234	0.000000000103273612930469	0.0000000110236266128945	14.5439069108874	94161
677768	-2.70275212719248	12.5187429389377	-9.85119445385452	0.00000000010375936186355	0.0000000110236266128945	14.5392798873426	677768
10208	-2.93477579846775	7.77565718022686	-9.84102285943029	0.000000000106182646005257	0.0000000112114454316045	14.5165150916062	10208
3174	-2.97207546236398	6.49602515730173	-9.83483179263912	0.000000000107685937783353	0.0000000113004169680015	14.5026520841553	3174
2799	2.63020956792229	11.8204189921036	9.83123807518246	0.000000000108568541562915	0.0000000113235664843516	14.4946026421308	2799
652966	-4.3813964128117	8.61213945697452	-9.76718988605051	0.0000000001256047570846	0.0000000129603432808875	14.350846628759	652966
56203	2.96510425446249	7.63571610526425	9.7665885500943	0.000000000125777081825625	0.0000000129603432808875	14.3494942676375	56203
26959	-2.1342438899024	5.86500466972341	-9.76119737132526	0.000000000127332898007827	0.0000000129857225124585	14.3373676811341	26959
6084	-4.54462604662376	12.2053445478405	-9.7604788573895	0.00000000012754173528752	0.0000000129857225124585	14.3357511990187	6084
2644	-2.3135086874258	12.4856321718322	-9.73672204758647	0.000000000134648084707442	0.000000013628138987697	14.282264263109	2644
5690	-1.95286770479123	12.656550052091	-9.73294410565862	0.000000000135815028638037	0.000000013665388616786	14.2737513336023	5690
84879	-2.94302697418814	9.40772307278673	-9.6984829482669	0.000000000146950100256119	0.0000000146993068121691	14.1960087342407	84879
9284	-2.85751947356751	8.30304529144915	-9.69308912439806	0.000000000148775823020015	0.0000000147954096090544	14.1838257892581	9284
6023	-2.58922090856587	13.4452472608134	-9.68777981294738	0.000000000150595647988851	0.0000000148808972628144	14.1718298294337	6023
6233	2.78127669454061	11.9548084333945	9.68552500588569	0.000000000151375394547191	0.0000000148808972628144	14.1667341040983	6233
51808	2.0232404585122	8.62387580310764	9.66603234176312	0.000000000158291180358686	0.0000000154718322287732	14.1226527680853	51808
54822	-2.46684141478137	6.4554658738721	-9.65733383246878	0.000000000161481008089307	0.0000000156939354736795	14.1029648357967	54822
140771	2.67209458492213	11.6584648405702	9.65209901448047	0.000000000163432343553677	0.0000000157938431439867	14.0911115022827	140771
23403	-2.57785667407261	6.69881722833409	-9.63360075489773	0.000000000170523472115335	0.0000000163865392726562	14.0491952473803	23403
9230	-3.41893833317571	11.351692865144	-9.62715685899002	0.000000000173067079640487	0.0000000165380580851985	14.0345826119783	9230
4696	-3.208048855985	11.8537757533553	-9.6201008398493	0.000000000175896943958757	0.0000000166677044680734	14.0185753345414	4696
140739	2.32180692401162	11.2382967411501	9.61892609051027	0.000000000176372669320157	0.0000000166677044680734	14.0159096347369	140739
399664	-3.65326859964311	10.8870345805151	-9.60200249252248	0.000000000183374218193448	0.0000000172341538582359	13.9774861433582	399664
26818	-3.12429277973858	13.353132703484	-9.57964507568589	0.000000000193062821559127	0.0000000180455713812507	13.9266652644207	26818
677802	-3.86596576669944	8.44542320263656	-9.5613217449833	0.000000000201393546508471	0.0000000187219381142793	13.8849630323467	677802
677771	-3.26971796292198	11.7850013986097	-9.5514985573376	0.000000000206010435917605	0.0000000190476135479494	13.8625873275141	677771
9905	2.38517934284479	10.5245604817844	9.53018504845645	0.00000000021640436580915	0.0000000199010574041157	13.8139927722553	9905
728613	-2.464684353354	5.99950827290994	-9.51041605463506	0.000000000226525337783744	0.0000000207204058972777	13.768863786684	728613
677796	-3.58691220175987	8.54554696715317	-9.48173652733445	0.000000000242077511211627	0.0000000220251905812494	13.70329801319	677796
85028	-2.36879818759912	6.19338233213822	-9.43824134510377	0.000000000267780382789135	0.0000000242348330561278	13.6036451627028	85028
10735	-2.89684126257085	6.64169069623836	-9.42864471240693	0.000000000273818327485431	0.000000024650855219149	13.5816229847721	10735
84839	2.16784759377694	11.1716250753844	9.42615864172593	0.000000000275405119633242	0.0000000246638982791969	13.5759159251284	84839
286140	-2.18275462114343	7.93220643645587	-9.41078267897681	0.000000000285430696332342	0.0000000254286044831495	13.5405997166931	286140
6136	-4.26714569590441	10.8728788318986	-9.38728082711293	0.000000000301482405294194	0.0000000267194639510735	13.4865566242622	6136
6038	-2.03793306125973	11.8393815824473	-9.3836202205922	0.000000000304064572815003	0.000000026809404731962	13.4781321150001	6038
677833	-3.81382266649849	11.9257240274383	-9.37656086964806	0.000000000309108342702164	0.0000000271143497534386	13.4618805285704	677833
51	-2.53952630474367	7.19277525336858	-9.37102102280506	0.000000000313126412150012	0.0000000273266697950304	13.4491222358151	51
79727	4.1945767583705	7.61780146923115	9.35588544681449	0.000000000324379253612922	0.0000000281650108276601	13.4142433613504	79727
3658	-2.976776752957	9.18709474368668	-9.34669965978128	0.000000000331409741837949	0.0000000286301193643339	13.3930599562044	3658
440366	-2.44547536681449	6.92993350969761	-9.32188532399758	0.000000000351192450581804	0.0000000301866676743807	13.33577727949	440366
286135	-2.02346620511619	6.31293954226748	-9.27534952328424	0.000000000391616816204082	0.0000000334930282058541	13.2281227169723	286135
677775	-4.33725739747656	9.37320599811941	-9.26660960235109	0.000000000399725277079218	0.0000000340164222111444	13.2078707250926	677775
84641	-3.39481267911088	8.80410251685847	-9.2575090821024	0.000000000408351115964561	0.0000000345784447454149	13.1867719626542	84641
122773	-2.459390241321	6.06858930877013	-9.24868003412865	0.000000000416901841652792	0.000000035128600992468	13.1662916685627	122773
26279	2.19870174232107	12.765071000231	9.24279745376685	0.000000000422700550248387	0.0000000354426123137189	13.1526401777586	26279
7511	2.27525449901407	11.5294152669212	9.24037591198075	0.000000000425111499722044	0.0000000354708887938808	13.1470192068999	7511
220441	-2.46008159718299	8.77578547504201	-9.23326115327196	0.00000000043227691646238	0.0000000358936730878108	13.1304994914387	220441
83939	-1.86797670861724	12.0136185870522	-9.22234943910362	0.000000000443507425365122	0.0000000366482826612097	13.1051500836957	83939
55366	-2.55395450087362	11.0575661152946	-9.21592982800052	0.000000000450253727748738	0.0000000370268750631834	13.0902287748043	55366
1432	-2.57668291353401	7.91840500052416	-9.21302169202074	0.000000000453344347511089	0.0000000371026558094602	13.0834674300966	1432
4144	2.74953379492549	11.6255455431645	9.20128622926053	0.00000000046603851670574	0.000000037834194362212	13.0561709173611	4144
5045	-2.6525547867863	11.7887440479877	-9.19879628033772	0.00000000046877834815676	0.000000037834194362212	13.0503768905676	5045
55253	-2.15689919006949	6.75000359163781	-9.19866940372227	0.000000000468918398409175	0.000000037834194362212	13.0500816300877	55253
26831	-4.41498528683281	11.8035423548804	-9.1960174635548	0.000000000471855515363234	0.0000000378924346961883	13.0439096684919	26831
56975	-2.73321229007963	8.35969962843563	-9.19206882687489	0.000000000476263710805105	0.0000000380677138940249	13.034718058436	56975
148823	2.28153276795342	9.83856602146227	9.17952099803402	0.000000000490553823527094	0.0000000390275495415393	13.0054950335919	148823
8613	-2.67629142856698	8.32162164773083	-9.14197132790516	0.000000000535996575718306	0.0000000424311988294056	12.9179147508968	8613
8939	-3.23009344605332	7.1125084066565	-9.1401581272988	0.000000000538296997718855	0.0000000424311988294056	12.9136807486602	8939
692223	-4.41084159374028	10.1538837284122	-9.12482037039016	0.000000000558165038943251	0.00000004379547243635	12.8778474398747	692223
3191	-3.76362236315569	7.86715975089864	-9.12093009537416	0.00000000056332268780517	0.0000000439983313922714	12.868753508346	3191
79979	-2.47380305949202	7.74838660102848	-9.11598438353573	0.000000000569950120194055	0.0000000443136218450878	12.8571893688497	79979
2591	2.92499321927466	7.92433505290153	9.11192401454353	0.000000000575450791324617	0.0000000444203047892829	12.8476928311382	2591
51232	-2.43383587453976	8.64565957751844	-9.11114225069196	0.000000000576516086712705	0.0000000444203047892829	12.8458641526893	51232
