logFC	AveExpr	t	P.Value	adj.P.Val	B	entrez_id	names	condition	id	up-sig	down-sig	not-changed	total	description	source	NES_score	setSize	NES_score_condition
145748	0.929227227067297	7.95360032397812	3.91361593119941	0.000512757935280727	0.00228642452632347	-0.672758914107029	145748	145748	0										
375513	1.70474555355559	7.53090400626571	3.91312768484743	0.000513432637348909	0.00228851517549526	-0.67403040444233	375513	375513	1										
2235	1.03874413347251	8.24176491142996	3.91308304170233	0.000513494372613318	0.00228851517549526	-0.674146661715641	2235	2235	1										
387054	2.29167466116873	7.5242061238997	3.91245685314193	0.000514361071640363	0.00229120023074296	-0.67577730705917	387054	387054	1										
7301	2.93896231910202	8.77301126565355	3.91245420460479	0.000514364740488335	0.00229120023074296	-0.67578420389951	7301	7301	1										
55258	-0.789463792483978	10.8192856814371	-3.91168062839379	0.000515437424556795	0.00229509407817194	-0.677798551955659	55258	55258	0										
8914	-0.906983663545398	10.9847476435223	-3.91159777438461	0.000515552444500017	0.00229509407817194	-0.678014292079257	8914	8914	0										
665	-1.1160536578547	8.55967754534863	-3.91153369153774	0.000515641423116912	0.00229509407817194	-0.678181153826587	665	665	2										
81615	1.43623336361013	6.14602242636294	3.91101972904718	0.000516355601461483	0.00229767496435969	-0.679519402901852	81615	81615	1										
23321	2.05219394070785	7.22671818894444	3.91050838015407	0.000517067110330037	0.00229977300868322	-0.680850795246204	23321	23321	1										
2676	2.26265828790895	7.0462605220845	3.91048763595212	0.000517095994819974	0.00229977300868322	-0.680904805566072	2676	2676	1										
23074	-1.23906259457227	8.30885948719274	-3.91034516491537	0.000517294416039754	0.00230005744381596	-0.681275745788223	23074	23074	2										
26280	-1.2995539504048	5.90783293223273	-3.90949849500158	0.000518475124613435	0.00230470816177568	-0.683480068907382	26280	26280	2										
115650	3.34897633684021	8.67510824781335	3.90939734253071	0.000518616361543187	0.00230473703928194	-0.683743412090155	115650	115650	1										
80184	-1.79774845792866	8.40527074001406	-3.9089746289394	0.00051920699529858	0.00230625990500301	-0.68484389474248	80184	80184	2										
166785	-1.03743494316379	6.1171711853442	-3.90893414204351	0.000519263599933566	0.00230625990500301	-0.684949295533131	166785	166785	2										
261726	-1.53423222531436	6.48485938131877	-3.90886267797364	0.000519363528446163	0.00230625990500301	-0.685135339373512	261726	261726	2										
29930	1.10517169263631	5.50420332906347	3.90861096293306	0.000519715652811537	0.00230722456302656	-0.685790626161134	29930	29930	1										
442898	1.56736119800983	5.85616172919051	3.90846592928401	0.000519918646749165	0.00230752684292799	-0.686168184881013	442898	442898	1										
25792	-1.98778566944938	7.21603406319512	-3.90835344946571	0.000520076130766863	0.00230762703418085	-0.686460995018427	25792	25792	2										
22909	-1.85288881373353	8.85813214643442	-3.90801460286515	0.000520550835636535	0.00230913434739703	-0.687343073489322	22909	22909	2										
7200	1.16220137252247	5.44779573787819	3.90731224921861	0.000521536146227988	0.00231290531014512	-0.689171353969044	7200	7200	1										
79703	-1.52055030445531	6.17584984367192	-3.90689340342816	0.000522124602173833	0.00231471242440828	-0.69026159545358	79703	79703	2										
150962	-1.61961843174761	6.21802506782289	-3.90682961456483	0.000522214279204417	0.00231471242440828	-0.69042763268145	150962	150962	2										
56647	-1.00815283480672	8.03989543394521	-3.90620189841211	0.000523097554267661	0.00231802685641149	-0.692061484016144	56647	56647	2										
8324	-1.10430822097692	5.96041297478478	-3.90589860867474	0.000523524845353101	0.00231880082222808	-0.692850874023449	8324	8324	2										
84103	1.51469699739179	6.06332579719811	3.90588548900901	0.00052354333676965	0.00231880082222808	-0.692885020938166	84103	84103	1										
7450	1.0243159631273	13.8381110093575	3.90561441150049	0.000523925548271524	0.00231938029738222	-0.693590554219647	7450	7450	1										
4319	0.937596211049728	5.52572732721171	3.9056003620513	0.000523945365044426	0.00231938029738222	-0.693627120317879	4319	4319	0										
56005	-1.87941688271112	9.07199924248711	-3.90494171865726	0.000524875207714491	0.00232289532418017	-0.695341308834886	56005	56005	2										
338651	1.94053892293288	6.81321175559108	3.90472797179621	0.00052517731324955	0.00232347737784971	-0.695897589044416	338651	338651	1										
133558	1.51057401612726	5.88582930703246	3.90465647791143	0.000525278399306917	0.00232347737784971	-0.696083651204072	133558	133558	1										
2703	1.3154171529056	6.21522957914179	3.90348809200095	0.000526933099108762	0.00233019406935247	-0.699124221314971	2703	2703	1										
6218	0.885147629773387	11.773584953085	3.90257914204694	0.000528223910885234	0.00233529852563761	-0.701489456837884	6218	6218	0										
80308	0.891057720282436	10.2908747110071	3.90222701607878	0.000528724802014427	0.00233690897634542	-0.702405701887145	80308	80308	0										
55174	2.28113544853428	10.4034391861769	3.90142084733845	0.000529873312114153	0.00234138026445688	-0.704503290860397	55174	55174	1										
8697	1.92278721551165	7.50831406253023	3.90087283965845	0.000530655428078454	0.00234423065528976	-0.705929091090244	8697	8697	1										
388182	1.29978330452926	6.83160388791375	3.90046407860731	0.000531239547998723	0.00234620513000727	-0.706992562222238	388182	388182	1										
80342	2.87849183506454	8.30430340730625	3.90000213148779	0.000531900429335496	0.00234851751259258	-0.708194367319374	80342	80342	1										
7001	-1.09388523640103	6.79654904600802	-3.89974967203936	0.000532261949068165	0.00234950726162863	-0.708851149817453	7001	7001	2										
60481	-1.85850060363677	7.00843723657688	-3.89892493180431	0.000533444649005143	0.0023541204131148	-0.710996653518523	60481	60481	2										
10368	1.67013854339174	6.35499748953072	3.89873739917659	0.000533713935070556	0.00235470127918026	-0.711484487599099	10368	10368	1										
139411	1.13664721708813	5.38572379075916	3.89857977650407	0.000533940375199004	0.00235509286172743	-0.711894510636578	139411	139411	1										
55837	-1.18444312255542	6.74054926047173	-3.89725920136973	0.000535841210735454	0.0023628677261227	-0.715329521767471	55837	55837	2										
363	1.12408256854631	5.44060634141045	3.89698999119018	0.000536229524744985	0.00236397062390798	-0.716029734660677	363	363	1										
5916	-1.76938054546194	6.63886922184353	-3.89666922806387	0.000536692559771538	0.00236472278724989	-0.716864017396908	5916	5916	2										
4927	1.33379433605792	9.41900673530755	3.89658943034283	0.000536807811976375	0.00236472278724989	-0.717071562575063	4927	4927	1										
23660	1.63239346153239	7.68659267531414	3.89649696939236	0.0005369413840724	0.00236472278724989	-0.717312041847165	23660	23660	1										
5571	-0.917969327951028	6.09034878635682	-3.8964888390442	0.000536953130995531	0.00236472278724989	-0.717333187775978	5571	5571	0										
129303	1.2000796728716	11.2932744607598	3.89571584878137	0.000538071116903334	0.00236903641045857	-0.719343570075871	129303	129303	1										
375323	1.98252412190089	6.28773163201572	3.89537910072015	0.00053855887303207	0.00237043844984124	-0.720219342497921	375323	375323	1										
387129	1.40248844216216	6.45572304492307	3.89527079398383	0.000538715839865634	0.00237043844984124	-0.72050100836471	387129	387129	1										
23135	-1.79931853128537	7.01538584975778	-3.89520907906947	0.00053880530213287	0.00237043844984124	-0.720661505044052	23135	23135	2										
548313	1.12980799253196	5.91517051735851	3.89436913268534	0.00054002434123383	0.00237519062916036	-0.722845805952764	548313	548313	1										
219875	0.965012192381069	5.71215488083335	3.89402520330053	0.000540524275658529	0.00237677833808204	-0.723740162016301	219875	219875	0										
10000	1.2837738804632	5.97593839791779	3.89377367571229	0.000540890182274847	0.002377776039016	-0.72439422093426	10000	10000	1										
3965	-1.26331397970861	7.71218611714094	-3.89284866640643	0.000542237916775015	0.0023830882750351	-0.726799457071537	3965	3965	2										
3560	-1.18486365032308	6.9873338399485	-3.89273222030642	0.000542407811246427	0.00238322260759572	-0.727102231494374	3560	3560	2										
23185	1.69535656831909	7.98707274625618	3.8918292547099	0.000543727006608091	0.00238753801416996	-0.729449962935906	23185	23185	1										
51466	0.766651900154441	14.1646823726271	3.89170241796083	0.000543912561477415	0.00238753801416996	-0.72977972835346	51466	51466	0										
1527	1.60546887041273	5.68980643839188	3.89169910849401	0.000543917403867518	0.00238753801416996	-0.729788332659762	1527	1527	1										
83723	-0.88451678821499	5.76406452615509	-3.89167799483454	0.000543948298229776	0.00238753801416996	-0.729843226161566	83723	83723	0										
158055	2.2969328579907	7.03666830515944	3.89143712463364	0.000544300870988261	0.00238847265219451	-0.73046945940646	158055	158055	1										
219438	-0.906851883805325	5.87367106775135	-3.89119653772006	0.000544653252604616	0.0023894059722498	-0.731094944545706	219438	219438	0										
54680	-1.2026244192381	8.02262738315416	-3.8908541798453	0.000545155080981052	0.00239099427184126	-0.731984996930105	54680	54680	2										
6130	-1.19201598629798	6.54649501717484	-3.89062060562448	0.000545497714161226	0.00239188372230909	-0.732592223156383	6130	6130	2										
201725	1.03506375426728	6.60478390628395	3.88989023197424	0.000546570471123416	0.0023957284026096	-0.734490915399013	201725	201725	1										
285966	1.14289907934417	6.74930174865098	3.88983297259997	0.000546654659771136	0.0023957284026096	-0.73463976336024	285966	285966	1										
57092	-1.09542387776106	12.1170458877808	-3.88894927431765	0.00054795557657965	0.0024008145843737	-0.736936887898435	57092	57092	2										
387755	1.3303033355729	6.65957473821564	3.88833733871664	0.000548858200944206	0.00240415352807955	-0.738527488646369	387755	387755	1										
7351	-3.16384658175704	9.12466475437406	-3.88713089464615	0.000550642013206906	0.00241134962516747	-0.741663171630358	7351	7351	2										
115825	-1.36680044009514	7.03348440889467	-3.88659398911416	0.000551437690882126	0.00241421594638822	-0.74305855506543	115825	115825	2										
2029	-1.07418233525514	8.26396814530585	-3.88564651271327	0.000552844570791055	0.00241975598346494	-0.745520844713686	2029	2029	2										
146556	-1.18300350130103	5.72276215774727	-3.88535010917822	0.000553285413362584	0.00242106600040087	-0.74629109735921	146556	146556	2										
9486	2.92371499253723	7.95828611486132	3.88512764084309	0.000553616517938678	0.00242187397088804	-0.746869205778468	9486	9486	1										
84931	2.5069755446868	6.55276847336668	3.88503581840535	0.000553753235904303	0.00242187397088804	-0.747107813568765	84931	84931	1										
8233	1.15922892141166	10.8520050346319	3.88471594907148	0.000554229760035901	0.00242333845741669	-0.747939005802082	8233	8233	1										
51393	0.873632977640787	5.29750995733833	3.88410006155676	0.000555148407796832	0.00242643452558482	-0.749539354106293	51393	51393	0										
10691	1.76053415306351	7.1008564733671	3.88405039638963	0.000555222552510002	0.00242643452558482	-0.749668402856909	10691	10691	1										
80818	-1.11920661607636	6.57441550134819	-3.88395606061371	0.000555363412315965	0.00242643452558482	-0.749913521251009	80818	80818	2										
412	2.06927032512018	8.69174482039301	3.88354770554431	0.000555973561695965	0.00242848002370007	-0.750974554410679	412	412	1										
11184	1.44727276368833	7.15242147139781	3.8832816442244	0.000556371454161838	0.00242959758065822	-0.751665846167624	11184	11184	1										
4677	1.61047907793627	9.23407365282793	3.8828489441113	0.000557019149356615	0.00243180514286496	-0.752790075371148	4677	4677	1										
2050	-1.27245029587749	5.46882464807911	-3.8823147199941	0.00055781983162571	0.00243467931103796	-0.754178029239392	2050	2050	2										
378938	1.64606716494969	9.50348330660711	3.88176677686199	0.000558642246853179	0.00243764684500603	-0.755601566251466	378938	378938	1										
56938	-1.13512763422546	6.11772840693437	-3.88130995565432	0.000559328803758906	0.00244002019594392	-0.756788325334422	56938	56938	2										
1350	-1.0622918839286	11.8337074672245	-3.87920547806804	0.000562502313510449	0.00245323867225809	-0.762254925487592	1350	1350	2										
6950	-1.40271804617241	6.30689962082098	-3.87880909106893	0.000563102027866801	0.00245474037245524	-0.763284481742606	6950	6950	2										
7095	-1.08752112602036	6.67422400503136	-3.87878819625318	0.000563133658083273	0.00245474037245524	-0.763338752034469	7095	7095	2										
58511	2.25862130801937	6.34231382647702	3.8777381380889	0.000564725461529299	0.00246105197947991	-0.766065963522053	58511	58511	1										
619279	-1.56152322114236	6.21513671199591	-3.87738343345598	0.000565264160293723	0.00246185399634489	-0.766987152013455	619279	619279	2										
128853	-0.805927297877482	5.81287509300831	-3.87736451621283	0.000565292904515451	0.00246185399634489	-0.767036280473399	128853	128853	0										
55319	-1.04205680247075	5.64419470964551	-3.87733268502685	0.000565341274343334	0.00246185399634489	-0.767118946538078	55319	55319	2										
389524	1.27422225563693	12.7369147091277	3.87706766558804	0.000565744148279406	0.00246298133273587	-0.767807197990094	389524	389524	1										
7299	1.04402271111921	5.31040922060983	3.87660496355753	0.000566448207026821	0.00246541897740299	-0.769008793951822	7299	7299	1										
1815	1.66180160977535	8.64406269868896	3.87623039649004	0.000567018785946077	0.00246727456972975	-0.769981479423766	1815	1815	1										
529	0.804750941413431	13.0063986852567	3.87574403817315	0.000567760496815601	0.002469873677017	-0.771244424780499	529	529	0										
474	1.04011772303673	5.50826308814683	3.87454188289794	0.00056959789892449	0.00247723673051193	-0.774365901330298	474	474	1										
84694	2.33102263038374	6.4469247507834	3.87375511547744	0.00057080356419036	0.00248184925406103	-0.776408636368655	84694	84694	1										
574537	2.3356665549356	6.60804533708808	3.87233459045738	0.000572986751444119	0.00249070861078822	-0.780096517877719	574537	574537	1										
245711	-1.22550148577845	6.20679894691741	-3.87157104305647	0.000574163614946725	0.00249519020164221	-0.782078623677203	245711	245711	2										
10365	0.89750900974342	12.0130868025823	3.87118484492673	0.000574759767246508	0.00249714651225591	-0.783081116732436	10365	10365	0										
54064	1.41165482865269	5.98303692082669	3.87094752898975	0.000575126399140985	0.00249810489012355	-0.783697126309539	54064	54064	1										
58524	1.35638313656307	5.58598350937287	3.87039013939859	0.000575988417125374	0.00250121398195723	-0.785143917444619	58524	58524	1										
81532	1.48152932828068	7.03923839485491	3.86997840979439	0.000576625980403135	0.00250334705451666	-0.786212584738039	81532	81532	1										
284355	2.90031528761349	6.65631730771713	3.86912497177864	0.000577949730860169	0.00250845728149282	-0.788427620657481	284355	284355	1										
664701	1.80615391115647	8.86632164305961	3.86880115965317	0.000578452767680878	0.00251000370146662	-0.789268012356792	664701	664701	1										
392465	-0.995545771366453	5.76957885324874	-3.8672320732273	0.000580896396464422	0.00251996775590259	-0.793339968532886	392465	392465	0										
7174	-0.978124289152547	5.84519887367353	-3.86600932672438	0.0005828076552758	0.00252680877862224	-0.796512783866543	7174	7174	0										
3113	-1.46933342024182	11.109511262534	-3.86599418679772	0.000582831358844705	0.00252680877862224	-0.796552067431628	3113	3113	2										
387254	-1.1378033881102	11.5649230974183	-3.86593978404034	0.000582916541388095	0.00252680877862224	-0.796693225868801	387254	387254	2										
1982	-1.04314858726504	9.17390240180899	-3.86546020466461	0.000583667982954117	0.00252942509461114	-0.797937560699535	1982	1982	2										
84060	0.851706375677274	7.91258102245856	3.86533236005197	0.000583868459725838	0.00252965298976962	-0.79826926321004	84060	84060	0										
26864	-0.861531783878792	14.7753849739476	-3.86397076389845	0.000586007804815802	0.00253827893172304	-0.801801819114443	26864	26864	0										
9553	-1.24176393631022	9.82783755512855	-3.86345805300025	0.000586815365747881	0.00254113337496646	-0.803131909149594	9553	9553	2										
399512	1.96123946812447	7.0245372893854	3.86273682314429	0.000587953205592219	0.00254541624440772	-0.805002853825481	399512	399512	1										
2348	1.58076497571201	7.10329680133561	3.86237297656019	0.000588528043386315	0.00254726016754122	-0.80594666879572	2348	2348	1										
79707	1.39487766355722	6.00655263837909	3.86189781525351	0.000589279574865559	0.00254986772782074	-0.807179192182438	79707	79707	1										
132204	1.42826762765756	5.73541603626571	3.86152633824953	0.000589867770040562	0.00255142323506398	-0.808142735931662	132204	132204	1										
5891	1.65393940350642	8.96758045475471	3.86140101964157	0.000590066328653469	0.00255142323506398	-0.808467783183289	5891	5891	1										
7048	-0.974292919948838	7.13630837803188	-3.86138826384525	0.000590086542994042	0.00255142323506398	-0.808500868563529	7048	7048	0										
155038	1.14031657020601	7.50374637937452	3.86123865611283	0.000590323679682189	0.00255180352311444	-0.808888911510372	155038	155038	1										
147184	1.84296235408026	7.42853932545123	3.86016578833055	0.00059202697135963	0.00255851979411482	-0.811671512014531	147184	147184	1										
2134	1.65240495385694	6.81581212796076	3.85844497276038	0.000594769001933012	0.00256972058046582	-0.816134140355873	2134	2134	1										
375444	2.84441937486147	8.57628573113245	3.85809843449758	0.000595322694839008	0.00257112421192399	-0.817032751565233	375444	375444	1										
5143	2.11301346493394	7.30519214010546	3.85805351415361	0.000595394504731419	0.00257112421192399	-0.817149233060176	5143	5143	1										
7844	-1.01386017816995	6.53027280478029	-3.85600168515783	0.000598683624423771	0.00258404320920729	-0.82246931971806	7844	7844	2										
8648	1.18357350067496	6.60013305739822	3.85599878113957	0.000598688292200437	0.00258404320920729	-0.822476848786923	8648	8648	1										
22897	2.34362412402012	8.77833033101871	3.85486766474871	0.000600509105283035	0.00259108204642969	-0.825409291539827	22897	22897	1										
8986	-0.864353606346277	6.18371956933813	-3.8547976070312	0.000600622058701766	0.00259108204642969	-0.825590908907802	8986	8986	0										
127077	-1.03822966954881	6.13341664242542	-3.85459813781106	0.000600943775026061	0.00259181625613232	-0.826108006602969	127077	127077	2										
83940	1.39925205795017	6.09212629614628	3.85322960232755	0.00060315558725136	0.00260069985377729	-0.829655532095453	83940	83940	1										
27065	2.13856712632303	6.93157160259075	3.85277881265927	0.000603885891867074	0.00260319258578284	-0.830823986518484	27065	27065	1										
5158	1.60060922613023	6.95313011595298	3.85174871357198	0.000605557960621302	0.00260974273530546	-0.833493862242685	5158	5158	1										
114926	2.05764783690019	8.53548460599831	3.8515195636907	0.000605930535078924	0.00261069063035894	-0.834087757349431	114926	114926	1										
11067	1.47943356442667	9.31215826578848	3.85133954114052	0.000606223390848149	0.00261129466140962	-0.834554319914058	11067	11067	1										
6223	0.595366044107372	15.0377053402854	3.85121698834471	0.000606422835646564	0.00261149612380022	-0.834871934859057	6223	6223	0										
25777	0.69105294589054	14.131048487641	3.85080661046241	0.000607091160306691	0.00261371615833022	-0.835935471265532	25777	25777	0										
63915	1.29686903834252	9.55280138460474	3.85024592223876	0.000608005439753587	0.00261675222036645	-0.837388495686711	63915	63915	1										
26103	2.23440741197691	6.59942705001968	3.85018656197381	0.000608102313706906	0.00261675222036645	-0.837542324075742	26103	26103	1										
54072	1.39243338428109	8.03215456777639	3.84978036647267	0.000608765616600879	0.00261894765391299	-0.838594934447401	54072	54072	1										
55559	2.11992533861214	9.01804889676924	3.8483044816361	0.000611181650685729	0.00262868044631114	-0.842419236065478	55559	55559	1										
3661	0.898841244501892	10.3108808448527	3.84714546870356	0.000613085539584383	0.002636206172597	-0.845422143070436	3661	3661	0										
4702	0.908814609262402	12.2379820592905	3.84699396541645	0.000613334839779056	0.00263661533913565	-0.84581465487574	4702	4702	0										
8662	-1.1983690080768	9.46973510457135	-3.84637022472991	0.00061436225688282	0.00263982371775914	-0.847430579750191	8662	8662	2										
286076	1.11556011048698	6.46934689876364	3.84635349295325	0.000614389840420879	0.00263982371775914	-0.847473925640982	286076	286076	1										
8824	-0.71112263722264	12.5719676692363	-3.8453987769481	0.000615965767777114	0.00264593030081053	-0.849947147363008	8824	8824	0										
4661	2.14141303027029	6.74255458836389	3.84483421614552	0.000616899535730462	0.00264927606293486	-0.851409570100389	4661	4661	1										
56851	1.20292471447318	8.20330225634584	3.84383985863874	0.000618547545386566	0.00265568668771015	-0.853985164115031	56851	56851	1										
7706	-1.07340971275586	8.71567438195701	-3.84350874075141	0.000619097282998792	0.00265737993116546	-0.854842782763583	7706	7706	2										
122042	1.24836690096877	5.75797152674	3.84287469899975	0.000620151283850042	0.00266123625445433	-0.856484931423113	122042	122042	1										
98	-1.87938126191503	9.59135415656407	-3.84248688675489	0.00062079682978409	0.00266333829281587	-0.857489311675492	98	98	2										
123283	1.891963585719	8.03794520553788	3.84235365898197	0.000621018750282893	0.00266352522204575	-0.857834345960632	123283	123283	1										
646643	2.51470035475129	6.68600778453093	3.84227378618108	0.000621151833425343	0.00266352522204575	-0.85804119935365	646643	646643	1										
23632	1.02806666527236	5.7520393328614	3.84188188015727	0.000621805227262815	0.00266565874995751	-0.859056132351936	23632	23632	1										
7453	1.24316514206285	10.6427039271036	3.84165003063202	0.000622192088188594	0.00266664887708993	-0.859656546154148	7453	7453	1										
79955	1.18620547946382	5.60726041048191	3.84148373781913	0.000622469707126897	0.0026671704259533	-0.86008718274318	79955	79955	1										
7323	-0.640533612322981	10.4281854289061	-3.84125598663475	0.000622850124965087	0.00266757689070238	-0.860676964253265	7323	7323	0										
9071	1.52366509644305	6.22401690748748	3.841240216374	0.000622876474800662	0.00266757689070238	-0.860717802312474	9071	9071	1										
1008	1.81736926963532	6.45855508737585	3.84020186577449	0.000624613811683501	0.00267434774689519	-0.863406560011466	1008	1008	1										
57484	1.23560991779223	9.80016954047554	3.8396041845888	0.000625615983110302	0.00267796831609152	-0.864954123210903	57484	57484	1										
55227	-1.09520965643673	6.48651206716928	-3.83949055754214	0.000625806686984708	0.00267811443104164	-0.865248326809887	55227	55227	2										
54965	0.872122378920672	9.57438396133273	3.83910306654241	0.000626457453258057	0.00268022879889421	-0.866251599613197	54965	54965	0										
8547	-0.690087386376984	13.3059421788167	-3.83895338407437	0.000626709012619323	0.00268044788341914	-0.866639141701107	8547	8547	0										
2263	-1.25305286359143	5.9704167029474	-3.83888613107591	0.000626822071539115	0.00268044788341914	-0.866813264549055	2263	2263	2										
10385	1.57847305530688	7.03202794919263	3.83870873128303	0.000627120393840242	0.00268105332082913	-0.867272560798321	10385	10385	1										
11170	1.26156333482795	5.86651738309645	3.83823191490093	0.0006279229152696	0.00268381345969178	-0.868507027572858	11170	11170	1										
9167	-1.31126704537358	7.36231963791183	-3.83792149843839	0.00062844591182172	0.00268537779707982	-0.869310663004165	9167	9167	2										
133923	1.16218996222639	5.51676425879328	3.8377520326054	0.000628731611459472	0.00268592762587769	-0.869749383578054	133923	133923	1										
286042	1.616044697194	7.62295355764387	3.8375117875168	0.000629136854471874	0.00268698773926127	-0.870371330219187	286042	286042	1										
135458	1.3999519954969	7.61570442143812	3.83678106715409	0.000630370997728862	0.00269158659913934	-0.872262944785768	135458	135458	1										
8930	2.02630046292577	10.8099469729338	3.83646887114432	0.000630899000164186	0.00269236809586456	-0.873071091736342	8930	8930	1										
26091	-0.939805015603633	7.76191808773428	-3.83640923981408	0.00063099990103839	0.00269236809586456	-0.873225450363705	26091	26091	0										
93627	-1.30727350030447	8.91737924287089	-3.83639368010476	0.000631026231880796	0.00269236809586456	-0.873265727312163	93627	93627	2										
9969	-1.22403317349472	7.65440265093141	-3.83630045752861	0.000631184009848599	0.0026923696978704	-0.873507036720244	9969	9969	2										
64864	0.991681397181928	6.96441601290708	3.83616770230415	0.000631408762921635	0.00269265691592485	-0.873850674397915	64864	64864	0										
27099	2.30341262555871	11.5493273946992	3.83594150840509	0.000631791886983644	0.00269279251945484	-0.87443617006567	27099	27099	1										
728	1.51545508999918	7.55062142027989	3.83592568232111	0.000631818701495611	0.00269279251945484	-0.874477134973291	728	728	1										
54825	-2.27752874519237	8.87617214071986	-3.83587012487181	0.00063191284262448	0.00269279251945484	-0.874620941814952	54825	54825	2										
23384	1.38418365345498	10.6914150763304	3.83566700083331	0.000632257149596441	0.00269358867841772	-0.875146709622529	23384	23384	1										
151835	2.09225916979314	6.27734325581656	3.83550689133626	0.000632528673794276	0.00269407444353862	-0.875561132124118	151835	151835	1										
54517	1.48449779406776	7.71491901762536	3.835197372121	0.000633053900303954	0.00269564027002717	-0.876362266800323	54517	54517	1										
2982	-1.93827378373351	8.81300494556034	-3.83432329878978	0.000634539429848212	0.0027012934165141	-0.878624538723012	2982	2982	2										
554	-1.31447364507497	6.47418287981265	-3.83327095252824	0.00063633246821693	0.00270825251775332	-0.881348001395005	554	554	2										
51329	-1.0188705905677	6.63400873575793	-3.83307797297368	0.000636661813531291	0.00270849288710823	-0.881847405328047	51329	51329	2										
6010	1.62899299192772	6.02488168907457	3.83305230276664	0.000636705635724185	0.00270849288710823	-0.881913835617874	6010	6010	1										
280664	1.32071960604564	6.23570348270234	3.83265246878558	0.000637388582457653	0.0027107239440423	-0.882948522442458	280664	280664	1										
57486	-1.09178827210441	6.28142872894344	-3.83191986244534	0.000638641789689822	0.00271435233352742	-0.884844266782009	57486	57486	2										
84528	1.25236632902654	5.718072339348	3.83191526702783	0.000638649658281823	0.00271435233352742	-0.88485615785282	84528	84528	1										
1471	-1.37235714119685	9.48056119223191	-3.83187546727598	0.000638717810140184	0.00271435233352742	-0.884959143230284	1471	1471	2										
57094	1.58246177260502	6.30632386640131	3.83156095973732	0.000639256613396827	0.00271596730555209	-0.885772947492272	57094	57094	1										
221960	1.80004274679134	9.29898213750139	3.83026223760458	0.000641486251569821	0.00272476343012212	-0.889133235001897	221960	221960	1										
23211	-1.04857631472195	6.38854789372548	-3.83005877578474	0.000641836242169658	0.00272557321805164	-0.889659635601337	23211	23211	2										
1733	-1.11246118111083	7.9452415679655	-3.82995182243724	0.000642020295894328	0.0027256781239197	-0.889936343975593	1733	1733	2										
5358	-1.23539903760436	9.86760460666838	-3.8297764303244	0.000642322236192999	0.00272628333748914	-0.890390111018657	5358	5358	2										
2660	1.65429171489937	6.3501695701527	3.82938777558764	0.000642991806531745	0.00272844823883044	-0.891395598814003	2660	2660	1										
6555	1.77302778149069	6.25649912069663	3.82868358982992	0.000644206710179475	0.00273292554008431	-0.893217314474366	6555	6555	1										
163115	0.790102606710172	5.61888491806969	3.82796709610933	0.000645445152970911	0.00273686099665881	-0.895070762443468	163115	163115	0										
196996	1.52709901559893	5.91437459531554	3.82796175985307	0.000645454385297961	0.00273686099665881	-0.895084566025615	196996	196996	1										
5457	2.49326820540659	8.34454661642667	3.8270019777825	0.00064711701968338	0.00274323088517577	-0.897567187594083	5457	5457	1										
11142	-0.859874805902617	7.84252809981405	-3.82654500871499	0.000647910100527571	0.00274540406848205	-0.898749138346735	11142	11142	0										
83639	1.23920355410429	5.56565320817748	3.82652164703351	0.000647950670825024	0.00274540406848205	-0.898809562154503	83639	83639	1										
81607	2.33403853808082	6.75525113957344	3.8259099493948	0.000649013840268561	0.00274922777062747	-0.900391645793861	81607	81607	1										
23237	1.91565145594155	6.75346963729733	3.82555502080754	0.000649631510854982	0.00275116290992188	-0.901309590083164	23237	23237	1										
55340	1.43232779641387	9.15476537090794	3.8245408347935	0.000651399636189494	0.00275796801411418	-0.90393240988225	55340	55340	1										
8728	1.73034290831073	7.70941857243924	3.82428073877044	0.00065185384377396	0.0027586329364359	-0.904605017412144	8728	8728	1										
1774	-0.847927673867969	6.45795295408487	-3.82426620356798	0.000651879235841796	0.0027586329364359	-0.904642604975877	1774	1774	0										
3987	-0.859073752569764	6.63070705342931	-3.82413996618415	0.000652099805159684	0.0027588837910602	-0.904969048873929	3987	3987	0										
9824	0.990528891595206	6.7941552420534	3.8233288799687	0.00065351872456426	0.00276356338011994	-0.907066398279582	9824	9824	0										
55683	1.16861035379144	11.505102545474	3.82324447739575	0.000653666552325195	0.00276356338011994	-0.907284642822961	55683	55683	1										
81442	0.831150579268891	5.18761812946065	3.82323075833638	0.000653690583803874	0.00276356338011994	-0.907320116832913	81442	81442	0										
4223	1.31071935055994	5.96409215229639	3.82266395959159	0.000654684192714715	0.00276708008806157	-0.908785679562807	4223	4223	1										
283422	1.38989217804675	6.27767286074084	3.82226319036243	0.000655387640099053	0.00276936896835333	-0.90982190091117	283422	283422	1										
348825	1.83660556888557	6.25362925149338	3.82180611019045	0.000656190829273063	0.00277207807723283	-0.91100367685158	348825	348825	1										
10573	-1.67943175371781	7.53681996158207	-3.82155498755107	0.000656632515995029	0.00277325905829506	-0.911652932755126	10573	10573	2										
51804	1.38047559633241	6.11304117181779	3.82112967211905	0.000657381244854193	0.00277573591538656	-0.912752518307301	51804	51804	1										
347168	1.38290417311241	7.01230033976613	3.82072717462484	0.000658090573796627	0.00277717157612522	-0.913793076045747	347168	347168	1										
406957	-1.2117885896565	5.79024831623455	-3.82071227711717	0.000658116842317032	0.00277717157612522	-0.913831589202236	406957	406957	2										
730413	2.29257028672428	7.90186784625328	3.8206603939819	0.000658208334967064	0.00277717157612522	-0.913965717529361	730413	730413	1										
