logFC	AveExpr	t	P.Value	adj.P.Val	B	entrez_id	names	condition	id	up-sig	down-sig	not-changed	total	description	source	NES_score	setSize	NES_score_condition
158038	2.78490324486075	6.70303067232208	10.5353743864899	2.26387817455369e-11	3.36727271093399e-09	16.0382403832277	158038	158038	1										
26827	-2.57344611315987	14.1897050570296	-10.5258193027838	2.3115816955407e-11	3.38228465199817e-09	16.0177408774192	26827	26827	2										
692073	-3.13194506332842	11.8462609264252	-10.5254356859453	2.31351829455589e-11	3.38228465199817e-09	16.0169176099171	692073	692073	2										
6835	-3.4365869674668	7.53602286879729	-10.5178044212624	2.35239090573864e-11	3.40997003751351e-09	16.0005363152952	6835	6835	2										
100126299	-4.03075212080486	10.7705424003387	-10.4959748262954	2.46733164183415e-11	3.5465300616448e-09	15.9536338410218	100126299	100126299	2										
1615	2.23020352456083	11.8340712031923	10.4728564807146	2.59535664557452e-11	3.69946461854602e-09	15.9038928568275	1615	1615	1										
10216	-3.43748909375858	9.48958471993333	-10.4476765381398	2.74257768126513e-11	3.86577222157762e-09	15.8496347174356	10216	10216	2										
134526	-2.75282874425262	9.50505276444815	-10.4452467590958	2.75723011419158e-11	3.86577222157762e-09	15.8443944941227	134526	134526	2										
26784	-4.30170933713519	10.532748602195	-10.4353493886465	2.81774975357175e-11	3.91850484023128e-09	15.8230409831358	26784	26784	2										
767579	-2.80030189423035	6.46360160218857	-10.4270650371475	2.86945354337815e-11	3.9582260370551e-09	15.8051574449123	767579	767579	2										
9299	-3.98519517398456	10.0111762747861	-10.4048097896153	3.01322718034136e-11	4.12330007357911e-09	15.7570691278706	9299	9299	2										
7555	-1.73188041392046	10.3294734556706	-10.3776346291431	3.1988600731451e-11	4.34257948818627e-09	15.6982598062124	7555	7555	2										
256987	-2.06344122241848	7.49494284668292	-10.3480083733897	3.41465327644651e-11	4.59902710973367e-09	15.6340329408052	256987	256987	2										
26804	-2.94468676465847	6.06602395437499	-10.3359398396943	3.50678904538006e-11	4.68622082978327e-09	15.6078356529012	26804	26804	2										
1785	-2.40393732260841	7.01513018757166	-10.3316808674589	3.53990929944986e-11	4.69380996644107e-09	15.5985859753293	1785	1785	2										
692205	-2.54823608369023	13.2168896843371	-10.3201680947512	3.63105519481027e-11	4.7679952606618e-09	15.5735701889231	692205	692205	2										
80854	-2.4228994148534	6.50337149465668	-10.3176131423498	3.65160701050392e-11	4.7679952606618e-09	15.5680161810425	80854	80854	2										
652965	-3.61907441734197	7.4369667626195	-10.3039529080637	3.7635314533557e-11	4.87690950830677e-09	15.5383063508373	652965	652965	2										
201158	-2.56194240334121	7.06231868821816	-10.2839957825146	3.93341266026091e-11	5.0587235754709e-09	15.4948560745515	201158	201158	2										
677830	-3.73443249680114	10.3311486975234	-10.2532661173228	4.21052498135562e-11	5.37470371687223e-09	15.427846886909	677830	677830	2										
23787	2.74962602470511	11.8483052406114	10.2452091602418	4.28644178647084e-11	5.40035568736273e-09	15.4102567550768	23787	23787	1										
10458	-2.12294834939008	7.57771935606577	-10.2444397913543	4.29376424134073e-11	5.40035568736273e-09	15.4085765924802	10458	10458	2										
100124536	-2.79745283032557	12.4093992120887	-10.2231596288823	4.50146620402581e-11	5.62026127152273e-09	15.36207283972	100124536	100124536	2										
26801	-3.70105563636561	12.271175419254	-10.2166563426433	4.5669755466259e-11	5.66073309601711e-09	15.3478489226325	26801	26801	2										
80232	-2.78468129100262	7.14197244174859	-10.2119817067126	4.6146679045838e-11	5.67869744661193e-09	15.3376210742099	80232	80232	2										
8729	-3.18334259748079	7.26457843803434	-10.1993222261124	4.74640658124762e-11	5.79909175516004e-09	15.3099079694936	8729	8729	2										
11057	-2.74623824692203	8.34756013595161	-10.1765900008666	4.99273302761382e-11	6.05678712321521e-09	15.2600899554351	11057	11057	2										
677793	-2.48716727309917	6.49496014846251	-10.1707644529577	5.0579443031705e-11	6.09268572575573e-09	15.2473119090962	677793	677793	2										
677799	-4.62239799486874	8.22959199482455	-10.1338465713713	5.49202612362946e-11	6.56930817095678e-09	15.1662274105234	677799	677799	2										
80055	-2.82051330498822	7.00296884987951	-10.1182822481448	5.68631402967954e-11	6.7544723248381e-09	15.1319873313745	80055	80055	2										
56663	-4.57678593539344	9.18750235847773	-10.096277886656	5.97309280695487e-11	7.04618982503194e-09	15.0835236312172	56663	56663	2										
290	-2.10298639514675	13.2322598650728	-10.0802124173259	6.19180757092492e-11	7.2541690753884e-09	15.0480985451844	290	290	2										
692148	-2.94097067279796	7.33200774352125	-10.0493179683002	6.63578304419473e-11	7.72143326332999e-09	14.9798762515169	692148	692148	2										
81926	-2.20024304614108	5.73894290392051	-10.0448458577903	6.7027039851898e-11	7.74660484234267e-09	14.9699900084782	81926	81926	2										
677681	-3.01980115140637	10.9361795744372	-10.0090474663064	7.26397131884805e-11	8.29885389978223e-09	14.8907543804813	677681	677681	2										
100033414	-2.7228012498857	6.60138801102856	-10.0082158269068	7.27756845932379e-11	8.29885389978223e-09	14.8889115675473	100033414	100033414	2										
51068	-1.9393817164827	5.77857100175038	-9.98546360224925	7.65986490382057e-11	8.67695292581793e-09	14.8384588077429	51068	51068	2										
3093	-2.13182082627037	6.17009553955012	-9.97759036977142	7.7969013070469e-11	8.77407874059455e-09	14.8209835818986	3093	3093	2										
2022	-2.31757054029219	10.1537289576614	-9.95780446601111	8.15248931171412e-11	9.0952427118635e-09	14.7770299725829	2022	2022	2										
6845	-3.52037413561952	7.48052569340331	-9.95514557319038	8.20152605887872e-11	9.0952427118635e-09	14.7711192753	6845	6845	2										
27063	4.77947320426991	8.86028642372984	9.95297312560019	8.2418159622265e-11	9.0952427118635e-09	14.7662892256651	27063	27063	1										
692204	-3.97640644545914	7.49706826598478	-9.91746520746297	8.92988389607538e-11	9.7913887206647e-09	14.6872523763924	692204	692204	2										
2056	4.77547214973842	8.53876503010718	9.90585372379026	9.1674515900592e-11	9.95938543251736e-09	14.6613690851468	2056	2056	1										
692057	-3.88170191812867	12.4917205873786	-9.90430860335535	9.19954924488595e-11	9.95938543251736e-09	14.6579234506318	692057	692057	2										
3263	-2.03166937681581	13.0362805004885	-9.85804467972896	1.02159375226617e-10	1.09901642342848e-08	14.5546032311587	3263	3263	2										
94161	-2.58747935897168	13.1378975164747	-9.85326263959234	1.0327361293047e-10	1.1023626612895e-08	14.5439069108874	94161	94161	2										
677768	-2.70275212719247	12.5187429389377	-9.8511944538545	1.03759361863554e-10	1.1023626612895e-08	14.5392798873426	677768	677768	2										
10208	-2.93477579846775	7.77565718022686	-9.84102285943029	1.06182646005257e-10	1.12114454316044e-08	14.5165150916062	10208	10208	2										
3174	-2.97207546236398	6.49602515730173	-9.83483179263912	1.07685937783351e-10	1.13004169680014e-08	14.5026520841554	3174	3174	2										
2799	2.63020956792229	11.8204189921036	9.83123807518246	1.08568541562914e-10	1.13235664843515e-08	14.4946026421308	2799	2799	1										
652966	-4.3813964128117	8.61213945697452	-9.76718988605052	1.25604757084595e-10	1.29603432808878e-08	14.350846628759	652966	652966	2										
56203	2.96510425446249	7.63571610526425	9.76658855009429	1.25777081825628e-10	1.29603432808878e-08	14.3494942676375	56203	56203	1										
26959	-2.1342438899024	5.86500466972341	-9.76119737132525	1.27332898007829e-10	1.29857225124585e-08	14.337367681134	26959	26959	2										
6084	-4.54462604662375	12.2053445478405	-9.7604788573895	1.2754173528752e-10	1.29857225124585e-08	14.3357511990187	6084	6084	2										
2644	-2.3135086874258	12.4856321718322	-9.73672204758648	1.34648084707438e-10	1.36281389876966e-08	14.282264263109	2644	2644	2										
5690	-1.95286770479123	12.656550052091	-9.73294410565864	1.35815028638033e-10	1.36653886167856e-08	14.2737513336023	5690	5690	2										
84879	-2.94302697418814	9.40772307278673	-9.69848294826689	1.46950100256123e-10	1.46993068121695e-08	14.1960087342407	84879	84879	2										
9284	-2.85751947356751	8.30304529144915	-9.69308912439806	1.48775823020018e-10	1.47954096090547e-08	14.1838257892581	9284	9284	2										
6023	-2.58922090856588	13.4452472608134	-9.68777981294739	1.50595647988846e-10	1.48808972628142e-08	14.1718298294337	6023	6023	2										
6233	2.78127669454061	11.9548084333945	9.6855250058857	1.5137539454719e-10	1.48808972628142e-08	14.1667341040983	6233	6233	1										
51808	2.02324045851221	8.62387580310764	9.66603234176314	1.5829118035868e-10	1.54718322287727e-08	14.1226527680853	51808	51808	1										
54822	-2.46684141478137	6.4554658738721	-9.65733383246878	1.61481008089308e-10	1.56939354736796e-08	14.1029648357967	54822	54822	2										
140771	2.67209458492213	11.6584648405702	9.65209901448048	1.63432343553673e-10	1.57938431439863e-08	14.0911115022827	140771	140771	1										
23403	-2.5778566740726	6.69881722833409	-9.63360075489772	1.70523472115339e-10	1.63865392726566e-08	14.0491952473803	23403	23403	2										
9230	-3.41893833317571	11.351692865144	-9.62715685899003	1.73067079640485e-10	1.65380580851983e-08	14.0345826119783	9230	9230	2										
4696	-3.208048855985	11.8537757533553	-9.6201008398493	1.75896943958756e-10	1.66677044680731e-08	14.0185753345414	4696	4696	2										
140739	2.32180692401162	11.2382967411501	9.61892609051027	1.76372669320154e-10	1.66677044680731e-08	14.0159096347369	140739	140739	1										
399664	-3.6532685996431	10.8870345805151	-9.60200249252247	1.83374218193449e-10	1.72341538582359e-08	13.9774861433581	399664	399664	2										
26818	-3.12429277973859	13.353132703484	-9.57964507568592	1.93062821559116e-10	1.80455713812496e-08	13.9266652644208	26818	26818	2										
677802	-3.86596576669944	8.44542320263656	-9.5613217449833	2.0139354650847e-10	1.87219381142793e-08	13.8849630323468	677802	677802	2										
677771	-3.26971796292198	11.7850013986097	-9.55149855733762	2.06010435917599e-10	1.90476135479488e-08	13.8625873275141	677771	677771	2										
9905	2.38517934284479	10.5245604817844	9.53018504845645	2.1640436580915e-10	1.99010574041156e-08	13.8139927722553	9905	9905	1										
728613	-2.464684353354	5.99950827290994	-9.51041605463507	2.26525337783739e-10	2.07204058972773e-08	13.768863786684	728613	728613	2										
677796	-3.58691220175987	8.54554696715317	-9.48173652733446	2.4207751121162e-10	2.20251905812487e-08	13.70329801319	677796	677796	2										
85028	-2.36879818759912	6.19338233213822	-9.43824134510377	2.67780382789129e-10	2.42348330561272e-08	13.6036451627028	85028	85028	2										
10735	-2.89684126257085	6.64169069623836	-9.42864471240693	2.73818327485431e-10	2.4650855219149e-08	13.5816229847721	10735	10735	2										
84839	2.16784759377694	11.1716250753844	9.42615864172593	2.75405119633239e-10	2.46638982791966e-08	13.5759159251284	84839	84839	1										
286140	-2.18275462114343	7.93220643645587	-9.41078267897682	2.85430696332336e-10	2.5428604483149e-08	13.5405997166931	286140	286140	2										
6136	-4.26714569590441	10.8728788318986	-9.38728082711294	3.01482405294194e-10	2.67194639510735e-08	13.4865566242622	6136	6136	2										
6038	-2.03793306125973	11.8393815824473	-9.38362022059219	3.04064572815007e-10	2.68094047319624e-08	13.478132115	6038	6038	2										
677833	-3.81382266649849	11.9257240274383	-9.37656086964807	3.0910834270216e-10	2.71143497534382e-08	13.4618805285704	677833	677833	2										
51	-2.53952630474367	7.19277525336858	-9.37102102280506	3.13126412150013e-10	2.73266697950305e-08	13.4491222358151	51	51	2										
79727	4.1945767583705	7.61780146923115	9.3558854468145	3.24379253612915e-10	2.81650108276595e-08	13.4142433613504	79727	79727	1										
3658	-2.976776752957	9.18709474368668	-9.34669965978129	3.31409741837944e-10	2.86301193643335e-08	13.3930599562045	3658	3658	2										
440366	-2.44547536681449	6.92993350969761	-9.32188532399759	3.51192450581799e-10	3.01866676743803e-08	13.33577727949	440366	440366	2										
286135	-2.02346620511619	6.31293954226748	-9.27534952328424	3.91616816204075e-10	3.34930282058535e-08	13.2281227169723	286135	286135	2										
677775	-4.33725739747655	9.37320599811941	-9.26660960235109	3.9972527707922e-10	3.40164222111446e-08	13.2078707250926	677775	677775	2										
84641	-3.39481267911088	8.80410251685847	-9.25750908210241	4.08351115964555e-10	3.45784447454144e-08	13.1867719626542	84641	84641	2										
122773	-2.459390241321	6.06858930877013	-9.24868003412866	4.16901841652787e-10	3.51286009924676e-08	13.1662916685627	122773	122773	2										
